sig_num_sap,sig_nom_bapteme,sig_capacite_totale,sig_cote_sol,sig_proprietaire,sig_gestionnaire,sig_annee_pose,indice_position,cellule_subnet,code_fonction,commentaire,centre_exploit,commune,adresse,precloca,coord_x,coord_y,gps_lat,gps_long,diponibilite,derctrl,proctrl,decompte,diamtre_trap,entreprise,entreprise_autre,implantation,acces,largeur,longueur,hauteur,alim_elec,mm_lien,stationnement,zf_nom,zone_delestage,ident,objectid,revetement,valide,nature,diam_nom,materiau,calorifuge
S00234818-B01,,,,1014,1014,1900,4,,,,,63079,,,754593.73237365,646462.59073404,50.61932115,5.84681596,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={bfdcc099-13db-4d97-a805-e4743bc346b9},,8,,BAT-707,707,X,2025-05-27T00:00:00,,,,
S00254501-B01,002545-B01,25,362.52,1014,1014,1900,4,,LH,,,84075,,,700567.47788784,582614.53476342,50.05253693,5.07471997,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={622d3d78-50b8-48db-ab66-e1dd7685646f},,2,,BAT-708,708,X,,,,,
S00257501-B01,002575-B01,,,1014,1014,1900,1,,,,,84043,,,727175.67687415,560171.8008162,49.84797197,5.44163301,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={07ce4d21-abd3-4bf2-b205-141e76e159ef},,1,,BAT-709,709,X,,,,,
S00134801-B01,S00134801-B01,140,,1014,1014,1900,1,,JH,,,25037,,,672553.01180618,658970.35862547,50.74080285,4.68814817,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={5fd349c9-9139-4b2d-9bc9-899b3b59b3a2},,5,,BAT-710,710,X,,,,,
S00165001-B02,001650-B02,75,,1014,1014,1900,1,,JH,,,91013,,,691857.15458344,588584.7634967,50.10692172,4.95370884,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={84543d3a-d376-44a0-8354-5137031be8e2},,1,,BAT-712,712,X,,,,,
S00107801-B01,S00107801-B01,500,82.8,1014,1014,1900,3,,R,,,53044,,,617491.67273845,633375.26619794,50.51021162,3.91035758,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={f3b42df4-87c5-45f0-a1f5-e7c23c55bec2},,14,,BAT-714,714,X,,,,,
S00105601-B01,S00105601-B01,750,56.5,1014,1014,1900,5,,JH,,,,,,607782.63503911,641702.74677716,50.58443188,3.77253485,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={c84d0377-749b-4261-9eab-42e2fd0652b0},,16,,BAT-715,715,X,,,,,
S00178401-B01,S00178401-B01,750,288.55,1014,1014,1900,5,,H,,,63003,,,756566.11895814,656816.32690784,50.71192779,5.87761264,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={32d0ab87-e253-4b9e-abf9-0fc7c9c4864a},,8,,BAT-716,716,X,2023-08-09T00:00:00,,,,
S00103601-B01,S00103601-B01,1500,64.65000153,1014,1014,1900,1,,LR,,,51004,,,608065.87687627,644135.89079729,50.60630186,3.77627172,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={ab76465c-b928-4805-bd85-15151fb149e9},,16,,BAT-717,717,X,,,,,
S00183501-B01,001835-B01,50,127.5,1014,1014,1900,4,,,HORS SERVICE,,62051,,,745199.88905,657265.6784,50.71802177,5.71689813,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7967c451-145f-4ec1-9600-e2671d66cd28},,8,,BAT-718,718,X,,,,,
S00183701-B01,S00183701-B01,100,120,1014,1014,1900,1,,,,,62027,,,745386.50374896,656336.80154448,50.70963553,5.71931465,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={1ab07d4b-ffb7-47c9-ac56-fb34d94df45b},,8,,BAT-719,719,X,,,,,
S00205302-B02,,1000,57.5,1014,1014,1900,5,,JH,,,62027,,,740938.55330994,654837.85597299,50.69670492,5.65599705,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={1eb078c3-50de-4e7f-bc34-f240e4bad874},,9,8,BAT-720,720,X,,,,,
S00205302-B03,002053-B23,300,,1014,1014,1900,5,,H,,,,,,740975.07129135,654867.71333087,50.69710611,5.65653491,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={2d0ae3a4-ed98-49a8-b4e5-417a3de58668},,9,,BAT-721,721,X,,,,,
S00210601-B01,002106-B01,500,272.9,1014,1014,1900,1,,H,,,62027,,,746320.62240459,646851.26165111,50.62432113,5.73006079,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={76ab17b5-202f-4750-a7a0-a8cd759d0b6c},,8,,BAT-722,722,X,2025-04-08T00:00:00,,,,
S00311744-B01,,,,1014,1014,1900,3,,,,,25018,,,675886.0296867,650652.09752298,50.66583552,4.73480977,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7b9c7d25-ddfe-40d4-8f95-84870be83493},,,,BAT-723,723,X,,,,,
S00210901-B01,S00210901-B01,500,290,1014,1014,1900,1,,R,,,62027,,,748484.7001142,648077.46037648,50.63484576,5.76093163,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={737653e8-1376-4b56-87ae-1cb6be0fe55a},,8,,BAT-724,724,X,2025-08-18T00:00:00,,,,
S00277301-B01,S00277301-B01,180,201.58,1014,1014,1900,1,,jQh,,,93088,,,659182.29054791,602911.45396005,50.23709942,4.49729048,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={bb5b47b9-e9b7-4031-9533-e6415dce71fc},,13,,BAT-725,725,X,,,,,
S00152601-B01,S00152601-B01,,,1014,1014,1900,1,,XXXX,,,93088,,,659475.01793231,602774.4573462,50.23592944,4.50144119,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={a0d61ea4-f0af-4c4a-a67f-6e4b8ae509a1},,13,,BAT-726,726,X,,,,,
001585-B01,001585-B01,,,1014,1014,1900,1,,J,,,,,,658936.31984583,603009.93525615,50.23805863,4.4938674,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={87753194-884b-4fd3-921d-a6bef3649a47},,13,,BAT-727,727,X,,,,,
S00152401-B01,,750,184,1014,1014,1900,1,,JR,,,,,,651499.42606148,613491.97272393,50.33229799,4.38960831,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={326143da-a248-4fbc-a6d1-be94e7174cd5},,13,8,BAT-728,728,X,,,,,
S00204101-B01,S00204101-B01,400,277,1014,1014,1900,5,,R,,,62027,,,748537.77824102,644202.82204685,50.60001904,5.760656,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={39b2a310-a894-4dca-9651-eb2ec817e7b0},,8,,BAT-729,729,X,2025-02-11T00:00:00,,,,
S00171704-B01,001717-B04,100,201.41000366,1014,1014,1900,5,,JH,,,92094,,,691807.87772254,626648.9843336,50.44910684,4.95736186,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={73b72d02-013e-4c45-bb39-40835560a400},,3,,BAT-730,730,X,2023-05-15T00:00:00,,,,
S00178601-B01,S00178601-B01,100,269.2,1014,1014,1900,5,,H,,,63035,,,754064.29426416,657193.6122205,50.71586102,5.84239311,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={6dd32973-0786-40e4-ba92-409cfa44ef7a},,8,,BAT-731,731,X,2023-08-08T00:00:00,,,,
S00172501-B03,001725-B03,200,,1014,1014,1900,5,,JH,,,91034,,,688778.2558074,602576.44825936,50.23289467,4.9121488,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={2ea93b22-cc12-4c2b-aafb-e9c531ed19b8},,3,,BAT-732,732,X,2023-06-14T00:00:00,,,,
S00184101-B01,S00184101-B01,900,296.5,1014,1014,1900,1,,JR,,,63020,,,757885.76010282,646071.19037873,50.61513818,5.89323542,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={05d2b805-75ac-4260-a8e2-1f13bf1d9815},,8,,BAT-733,733,X,2023-08-08T00:00:00,,,,
S00171803-B01,001718-B04,200,216.05000305,1014,1014,1900,1,,R,,,92094,,,683015.83463013,624646.45129659,50.43166717,4.83338989,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={283556fd-6f26-4cee-ab27-4b20bb08081f},,3,,BAT-734,734,X,2023-05-16T00:00:00,,,,
S00224001-B01,S00224001-B01,,252.412,1014,1014,1900,1,,JH,,,63079,,,757320.76780647,644036.93399956,50.5969069,5.8848239,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={73c95282-b4fd-4234-b682-5d6aee12bf57},,8,,BAT-735,735,X,,,,,
S00157901-B01,,,,1014,1014,1900,4,,J,,,93088,,,655777.99068422,603491.8432428,50.24245893,4.44960698,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={af1f6d0c-c4e1-4aee-bb84-e7864603f0d7},,13,,BAT-736,736,X,,,,,
S00142901-B01,,,,1014,1014,1900,4,,L,,,56029,,,648338.42956063,598798.32111041,50.20026827,4.34531534,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={e9b44469-ff07-4dac-ac57-6695c7e8307b},,13,,BAT-737,737,X,,,,,
S00155001-B01,001550-B01,,,1007,1014,1900,1,,H,,,93010,,,657557.26650635,595829.65453514,50.1735198,4.47440254,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7d4322b4-dc8a-4bf9-afc9-5764ea9298ab},,4,,BAT-738,738,X,,,,,
S00171702-B01,001717-B02,40,,1014,1014,1900,4,,H,,,92094,,,692415.50395,629527.5228,50.4749355,4.96626717,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={d30481d0-ff41-4871-a84f-dc6c5794da6d},,3,,BAT-739,739,X,,,,,
S00168703-B01,001687-B05,300,,1014,1014,1900,1,,R,,,92094,,,687724.84127006,631418.55783081,50.49225361,4.90033604,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={c29f0afd-2728-409b-8086-5c91aace7e27},,3,,BAT-740,740,X,,,,,
S00168304-B01,,,,1014,1014,1900,5,,H,,,92035,,,689043.86701326,635350.82109295,50.52751899,4.91935744,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={f8f4a382-9db8-407d-bf8c-ef7d8a061c30},,5,,BAT-742,742,X,2024-10-07T00:00:00,,,,
S00168301-B01,001683-B01,500,185,1014,1014,1900,5,,R,,,92035,,,688450.9722279,636723.10119514,50.53988276,4.91114827,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={da65affd-dcd4-4f58-a9e3-c7fdc34bcb13},,5,,BAT-743,743,X,2024-09-09T00:00:00,,,,
S00168602-B01,001686-B02,300,188.22999573,1014,1014,1900,5,,JH,,,92094,,,687257.06361827,624930.64482602,50.43395055,4.8931387,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={86c451a9-30e3-400e-ae2d-aede14a7c30f},,3,,BAT-744,744,X,2023-05-16T00:00:00,,,,
S00168201-B02,001682-B01,300,,1014,1014,1900,5,,H,,,92138,,,693123.83242342,635449.94754941,50.52811435,4.9769326,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={defb2ff4-dc3c-4d52-b6ce-5d49f98ae56f},,5,,BAT-745,745,X,2023-12-05T00:00:00,,,,
S00168201-B01,S00168201-B01,,,1014,1014,1900,5,,J,,,92138,,,693119.69218005,635467.48323842,50.52827417,4.97683451,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7cc50ab7-1308-44e9-9496-04d866f24dc6},,5,,BAT-746,746,X,2023-12-05T00:00:00,,,,
S00178301-B01,S00178301-B01,,,1014,1014,1900,5,,J,,,92003,,,693277.02004079,633271.67632563,50.5085115,4.97884541,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={395c1340-d395-415e-b3c4-13713928990e},,5,,BAT-747,747,X,2023-08-02T00:00:00,,,,
S00168407-B01,001684-B07,150,214.41000366,1014,1014,1900,1,,R,,,92094,,,684279.23881937,627224.2474399,50.45476004,4.85141115,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={40bf7a00-b7b7-4017-9f31-c95d65dfba18},,3,,BAT-748,748,X,2023-06-15T00:00:00,,,,
S00168502-B01,001685-B02,1000,119.69999695,1014,1014,1900,1,,JH,,,92094,,,686632.21911654,627319.41522194,50.45547418,4.88454458,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={de64e3a0-6b98-4bbd-86b3-91a7bf2f7035},,3,,BAT-749,749,X,2023-10-31T00:00:00,,,,
S00116601-B03,001166-B03,,,1014,1014,1900,5,,N,,,,,,634451.63559262,631089.9006171,50.49019391,4.1496029,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={5f75c4bd-6746-46c2-9246-6dafc4e8de58},,15,,BAT-750,750,X,,,,,
S00116601-B02,S00116601-B02,900,131.35,1014,1014,1900,3,,R,,,58001,,,634475.76255282,631123.27617953,50.49059034,4.14986742,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={9b9c33fc-0798-4d8c-9df8-485211e51e2b},,15,,BAT-751,751,X,,,,,
S00116601-B01,S00116601-B01,6000,131.5,1014,1014,1900,5,,JH,,,58001,,,634513.92875737,631173.45942713,50.49091595,4.15043612,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={d7f6da0d-bce9-44da-a095-f15ec4c9c8d0},,15,,BAT-752,752,X,,,,,
S00168501-B01,001685-B01,100,147.1499939,1014,1014,1900,5,,R,,,92094,,,687442.84208026,626454.13943314,50.44765454,4.89587689,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={dd9b9289-81af-4841-ba00-fa14be958f3c},,3,,BAT-753,753,X,2023-05-25T00:00:00,,,,
S00168601-B01,001686-B01,1000,126.72000122,1014,1014,1900,5,,JH,,,92094,,,685835.51860942,625024.68906069,50.43484753,4.87311719,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={094c6ef7-5391-45bd-a300-e584b31367a6},,3,,BAT-754,754,X,,,,,
S00248201-B01,S00248201-B01,120,,1014,1014,1900,4,,H,,,83044,,,735049.8075061,601289.52133303,50.21647774,5.56027864,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={689d6eab-224b-4f4b-b847-ed0995b04309},,6,,BAT-755,755,X,2023-11-29T00:00:00,,,,
S00168604-B01,001686-B04,300,205.80000305,1014,1014,1900,5,,R,,,92094,,,687722.64026481,624832.27673135,50.4330462,4.89965085,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={2cf47d7d-a1f4-4cf2-bcd7-82381522153e},,3,,BAT-756,756,X,2023-05-16T00:00:00,,,,
S00191501-B01,S00191501-B01,400,330,1014,1014,1900,5,,JR,,,92094,,,752725.85698489,649114.25524565,50.64344149,5.82115084,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={9dcdd05c-af50-43b4-ab1f-9d5f5b563353},,8,,BAT-757,757,X,2023-08-24T00:00:00,,,,
S00171804-B01,001718-B05,250,281.8500061,1014,1014,1900,1,,R,,,92094,,,684033.67639318,621596.40606822,50.40415039,4.84742368,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={4799d9b6-5a2d-42ed-9761-45c87182228f},,3,,BAT-758,758,X,,,,,
S00171801-B01,001718-B02,550,214.8500061,1014,1014,1900,1,,JH,,,92094,,,684810.3317149,622180.8578229,50.40940993,4.85838518,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={bdd32f48-a99d-426a-ae55-b1fa1d306181},,3,,BAT-759,759,X,,,,,
S00171802-B01,001718-B03,200,132.61999512,1014,1014,1900,1,,JH,,,92094,,,685465.55576512,623159.69360754,50.41814626,4.86769169,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={8dbdf623-8e8c-450d-98d6-c2a40077f381},,3,,BAT-760,760,X,,,,,
S00273201-B01,S00273201-B01,500,173,1014,1014,1900,5,,H,,,92138,,,696082.7223797,641434.21648696,50.58170852,5.01936887,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={64f80cb5-9d77-4640-b667-c31b34d94ec0},,5,,BAT-761,761,X,,,,,
S00166602-B01,001666-B04,50,203.30000305,1014,1014,1900,1,,H,,,92094,,,688792.18211185,622381.8587047,50.4109708,4.91442951,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={a8fd4529-054c-4a86-9203-23f41fc858c6},,3,,BAT-762,762,X,,,,,
S00166901-B01,001669-B02,125,,1014,1014,1900,1,,JH,,,92094,,,688986.0893837,622960.42609607,50.41614679,4.9171903,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7bd62a41-c6cc-4928-b8d1-6ee76bffbf7d},,3,,BAT-763,763,X,,,,,
S00168603-B01,001686-B03,50,203.77000427,1014,1014,1900,1,,J,,,92094,,,688875.54364653,624979.52078022,50.43430131,4.91586158,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={3e32b53a-c9be-405a-9789-b8d00a2ce2d1},,3,,BAT-764,764,X,,,,,
S00190901-B01,S00190901-B01,1000,147.75,1014,1014,1900,5,,R,,,62051,,,737916.13921595,654755.3482371,50.69659847,5.61316845,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={4c32f7aa-0aa6-4cc1-ba09-9e1c19a8bc7e},,9,,BAT-765,765,X,,,,,
S00204801-B01,002048-B01,200,135.86,1014,1014,1900,5,,R,,,62051,,,739510.51826361,656209.78996332,50.70942018,5.63609882,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={19e5d525-e74d-4982-bc49-49e4f7e8cbad},,9,,BAT-766,766,X,2024-06-11T00:00:00,,,,
S00178201-B01,001782-B01,15,,1014,1014,1900,2,,,,,92003,,,695535.35281837,632169.63129371,50.49853259,5.01056751,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={f5155d9c-eca7-4e22-8ef0-c89164659a58},,5,,BAT-767,767,X,,,,,
S00184001-B01,S00184001-B01,750,227.5,1014,1014,1900,1,,H,,,62051,,,750020.93044522,657595.4388154,50.72009039,5.78522101,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={065695e8-39ba-4a8d-817e-99dc085e9086},,8,,BAT-768,768,X,2023-10-04T00:00:00,,,,
S00250902-B01,002509-B03,3000,,1014,1014,1900,1,,H,,,,,,720525.02180966,570817.62663935,49.94429617,5.35073801,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7e392e0c-8fb8-4914-9cec-cd6a53722a7f},,2,,BAT-769,769,X,,,,,
S00263001-B01,002630-B01,60,,1014,1014,1900,1,,JH,,,84050,,,708010.72632226,564465.98085623,49.8887242,5.17590034,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={1ce46369-3de2-45c3-a916-2cee0cad9a39},,1,,BAT-770,770,X,,,,,
S00262801-B01,002628-B01,400,,1014,1014,1900,4,,JH,,,84050,,,700610.8841003,563134.43826145,49.87738603,5.07266264,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={e5763fd3-a983-41a7-b8b7-3e1cccab1d61},,1,,BAT-771,771,X,,,,,
S00262801-B02,,,,1014,1014,1900,4,,A,,,84050,,,700581.15769615,563134.62029481,49.87744516,5.07224139,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={08078b02-c554-4e38-a845-4f253d78d9d0},,1,,BAT-772,772,X,,,,,
S00261501-B01,002615-B01,60,,1014,1014,1900,4,,H,,,84050,,,708182.31885502,572168.70958306,49.95795074,5.17938534,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={58d5fee0-5573-481e-8e80-15e0f1aad2a3},,1,,BAT-773,773,X,2023-04-05T00:00:00,,,,
S00258105-B01,,50,,1014,1014,1900,1,,,,,84043,,,724129.37435213,555433.02802637,49.80566817,5.39833832,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={695673d1-1668-4fa2-accf-f4a9d78c2474},,1,1,BAT-774,774,X,,,,,
S00263301-B01,002633-B02,350,,1014,1014,1900,1,,H,,,84050,,,703904.4397729,564362.25728692,49.88817476,5.11865274,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={d41e1b27-3161-4485-9fa3-62323277cb47},,1,,BAT-775,775,X,2023-04-05T00:00:00,,,,
S00262201-B01,002622-B02,10,,1014,1014,1900,4,,H,,,84050,,,704236.80653525,572505.59749672,49.96132594,5.12445191,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={841d3780-b71d-44f7-a784-ad13ee5d82be},,1,,BAT-776,776,X,,,,,
S00263101-B01,002631-B01,400,,1014,1014,1900,1,,H,,,84050,,,708537.62449944,565111.01888313,49.89445183,5.18323139,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={68e1ed61-ea9e-45b9-8bf2-ec2b9c1a9c69},,1,,BAT-777,777,X,,,,,
S00243102-B01,002431-B02,70,510.2,1014,1014,1900,1,,R,,,82036,,,737793.0925394,574035.69661436,49.97107932,5.59241803,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={3695ea4d-b579-4561-983b-72ca9b704cd8},,2,,BAT-778,778,X,2024-06-18T00:00:00,,,,
S00256501-B01,,12,494.3,1014,1014,1900,1,,H,,,,,,737263.27311773,574203.52829555,49.9726349,5.58508612,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={d0806cb6-2893-4774-951d-4b2501129ba8},,2,,BAT-779,779,X,,,,,
S00243601-B01,002436-B01,40,532.3,1014,1014,1900,1,,H,,,82036,,,740478.75610128,575657.81253908,49.98524555,5.63022481,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={aea521a7-335d-4d41-809f-9f33c8b0466a},,2,,BAT-780,780,X,,,,,
S00261701-B01,002617-B01,,,1014,1014,1900,4,,K,,,84050,,,708060.42612669,573113.2213919,49.96645818,5.17786168,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={e6e71915-362b-42a8-a682-0a811487cdd3},,1,,BAT-781,781,X,,,,,
S00262601-B01,002626-B01,20,,1014,1014,1900,1,,J,,,84050,,,707299.961684,568335.03675402,49.92355954,5.16647219,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={3fff791b-f178-40c7-8ba7-1299fa98aefb},,1,,BAT-782,782,X,,,,,
S00207402-B01,002074-B02,90,271.86,1014,1014,1900,2,,,,,63058,,,752390.98572574,643828.05726012,50.59600183,5.81498825,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={692f9075-24db-45a7-9543-c54da74c04dc},,8,,BAT-783,783,X,,,,,
S00223101-B01,002231-B01,1500,277,1014,1014,1900,5,,H,,,63079,,,757568.43278412,643848.8438302,50.59516464,5.88799406,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={68eb2a39-70cf-45be-9a9f-1587c07f6ee2},,8,,BAT-784,784,X,2025-01-13T00:00:00,,,,
S00206101-B01,002061-B02,102,235,1014,1014,1900,2,,H,,,63058,,,751177.4697591,641620.02104407,50.57637727,5.79727146,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={866c58aa-27df-4da7-875a-ce622dbfa492},,8,,BAT-785,785,X,,,,,
