sig_num_sap,sig_nom_bapteme,sig_capacite_totale,sig_cote_sol,sig_proprietaire,sig_gestionnaire,sig_annee_pose,indice_position,cellule_subnet,code_fonction,commentaire,centre_exploit,commune,adresse,precloca,coord_x,coord_y,gps_lat,gps_long,diponibilite,derctrl,proctrl,decompte,diamtre_trap,entreprise,entreprise_autre,implantation,acces,largeur,longueur,hauteur,alim_elec,mm_lien,stationnement,zf_nom,zone_delestage,ident,objectid,revetement,valide,nature,diam_nom,materiau,calorifuge
S00168411-B01,001684-B09,800,143.1000061,1014,1014,1900,1,,JH,,,92094,,,683551.90721992,627298.44788291,50.45551235,4.84111529,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={e2f101b0-a818-4d5a-b0bd-437e86562e3a},,3,,BAT-1,1,X,,,,,
001638-B01,,,,1014,1014,1900,1,,,,,92094,,,685121.87997108,626554.06025051,50.44859952,4.86299063,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={b6b86b2c-ed60-4191-8b6c-938089979f8c},,3,,BAT-2,2,X,,,,,
S00166801-B01,001668-B01,,,1014,1014,1900,1,,JQH,,,92094,,,685197.48005987,626578.28938491,50.44877895,4.86413654,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={42331b0b-5116-4ecf-b143-9faa10c07443},,3,,BAT-3,3,X,,,,,
S00166801-B12,001668-B11,300,81.7,1014,1014,1900,1,,,,,92094,,,685172.22572626,626563.77851277,50.44874307,4.8638623,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={a1d5b1d6-5e39-4a58-b847-0d491c9d74d2},,3,,BAT-4,4,X,,,,,
S00168406-B01,S00168406-B01,,,1014,1014,1900,1,,J,,,92094,Rue Fernand Derenne,,684975.72420804,629647.8111298,50.47658117,4.86136354,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={a188334e-10bf-4c15-b0b5-deab66430b7a},,3,,BAT-5,5,X,2024-09-26T00:00:00,,,,
S00168404-B01,001684-B04,1200,140,1014,1014,1900,1,,H,,,92094,Rue Fernand Derenne,,684987.474097,629643.06200379,50.47649736,4.86157949,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={51d857d4-4ef7-496d-9784-a98f7b882786},,3,,BAT-6,6,X,2024-09-26T00:00:00,,,,
S00168403-B01,001684-B03,100,185.11999512,1014,1014,1900,1,,H,,,92094,,,683809.34052962,627229.65391191,50.45490732,4.84474077,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={2be3a55b-8fb9-41f7-8b6f-d2ace899042f},,3,,BAT-7,7,X,,,,,
S00118502-B01,S00118502-B01,,,1014,1014,1900,4,,L,,,55085,,,641258.25623501,636488.93573173,50.53904485,4.24538954,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={4e89b7e4-6496-4f9c-bbec-e3bdcf4753c4},,15,,BAT-8,8,X,,,,,
S00127801-B01,S00127801-B01,,,1014,1014,1900,4,,Q,,,55050,,,633798.977422,638001.14536769,50.55273383,4.13957896,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={16bf3211-18f7-46a4-b826-bdbde7583481},,16,,BAT-9,9,X,,,,,
S00285301-B01,,,,1014,1014,1900,4,,l,,,25044,,,642888.3875367,646431.96137358,50.62846729,4.26809647,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={030dcea6-321a-4f97-a224-6204e5f493fb},,15,,BAT-10,10,X,,,,,
S00145501-B01,S00145501-B01,300,132,1014,1014,1900,1,,LR,,,25120,,,692993.5361571,650600.1032721,50.66433225,4.97682397,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={fc967421-64c4-4282-a9f8-d46f79612bd7},,5,,BAT-11,11,X,,,,,
S00119101-B01,S00119101-B01,,,1014,1014,1900,2,,,,,25072,,,648398.82683522,642640.58948825,50.59444742,4.34604805,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={f6b45196-7dd7-43a8-9b22-3a54063022b4},,15,,BAT-12,12,X,,,,,
S00119101-B03,S00119101-B03,70,,1014,1014,1900,1,,JH,,,25072,,,648418.55410774,642666.22518672,50.59471645,4.34626232,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={b1f77624-155a-478d-898f-f3b0eeb4ad6a},,15,,BAT-13,13,X,,,,,
S00118801-B01,S00118801-B01,,,1014,1014,1900,1,,,,,25072,,,648341.68327575,644592.64539996,50.61200612,4.34525872,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={09c6e708-36ed-4a98-b99e-d6796fba4119},,15,,BAT-14,14,X,,,,,
S00118401-B01,S00118401-B01,600,171.94999695,1014,1014,1900,4,,R,,,55086,,,641155.0521405,629632.16190572,50.47742326,4.24413156,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={85a22f7c-922b-4899-8860-27c5f365e59b},,15,,BAT-16,16,X,,,,,
S00118201-B03,S00118201-B03,150,156.6000061,1014,1014,1900,4,,JR,,,55086,,,639163.82669002,631206.02604743,50.49153097,4.21594858,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={09693bd3-2c07-4c14-b182-4c4f68736b7f},,15,,BAT-17,17,X,,,,,
S00128303-B01,S00128303-B01,,,1014,1014,1900,4,,,,,55040,,,624903.0550637,633420.75335358,50.51105074,4.01481785,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={8809b8a1-c9de-4c78-9ae5-44213b8259e7},,15,,BAT-18,18,X,,,,,
S00128303-B02,S00128303-B02,,,1014,1014,1900,4,,,,,55040,,,624937.87637042,633389.47426887,50.51078812,4.01531638,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={1a3f1db1-3242-4151-9775-ae81ffac6a36},,15,,BAT-19,19,X,,,,,
S00111901-B01,S00111901-B01,150,103.92,1014,1014,1900,1,,R,,,55040,,,624444.73822595,637401.32925263,50.54678732,4.0081215,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={6ae64c4d-55ea-4fdd-8d0d-2582f0e520ea},,16,,BAT-20,20,X,,,,,
S00119401-B01,S00119401-B01,,,1014,1014,1900,3,,L,,,25044,,,644726.34969664,649292.88714349,50.65420414,4.29410136,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={9773952b-7b00-4c6e-9951-9cfd2f564bec},,15,,BAT-23,23,X,,,,,
S00128501-B01,S00128501-B01,150,137.38,1014,1014,1900,3,,H,,,,,,632599.49368726,636409.77429937,50.5381922,4.12318926,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={1bbef131-cddb-4bd9-ba3e-a0bc6e293a15},,15,,BAT-24,24,X,,,,,
S00118202-B02,S00118202-B02,,,1014,1014,1900,4,,C,,,55086,,,639244.45006705,630935.08498186,50.48911235,4.21707187,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={3b528718-8743-45f1-b929-4756bef56170},,15,,BAT-25,25,X,,,,,
S00119201-B01,S00119201-B01,400,136.5,1014,1014,1900,1,,R,,,25072,,,648006.49136619,643219.42422217,50.59960675,4.34052441,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={de01742c-0f60-449c-8118-47c7d05ad7e8},,15,,BAT-26,26,X,,,,,
S00128901-B01,S00128901-B01,,,1015,1014,1900,5,,,,,25072,,,647250.49227772,645242.85768369,50.61783711,4.32980571,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={e94f242f-3b5e-46c3-93e0-b3c1d4d69534},,15,,BAT-27,27,X,,,,,
S00118901-B01,S00118901-B01,400,152.6,1014,1014,1900,1,,JR,,,25072,,,647316.31474602,646246.60064332,50.62681425,4.33071728,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={26a011e8-b707-46fa-8bf9-955d91f5bc76},,15,,BAT-28,28,X,,,,,
002758-B03,,720,,1014,1014,1900,1,,,,,25072,,,647538.48564389,643097.36770102,50.59853503,4.3337809,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={25250094-ba93-4ec1-a513-48da396a5006},,15,,BAT-29,29,X,,,,,
S00119101-B02,S00119101-B02,,,1014,1014,1900,4,,,,,25072,,,648331.21449686,642575.07991536,50.59386116,4.34511435,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={29d9605d-1e2b-4873-8013-51fd28c4d1f2},,15,,BAT-30,30,X,,,,,
002784-B01,,,,1014,1014,1900,1,,,,,25072,,,647297.69774274,641450.95674405,50.58373604,4.33055225,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={9da4f34a-7da0-4e0d-8c52-b965e85139c3},,15,,BAT-31,31,X,,,,,
S00118802-B01,S00118802-B01,,,1014,1014,1900,2,,b,,,25072,,,648876.55804341,644162.67008013,50.60810109,4.35283305,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={b8dc8c1f-3d11-4e62-93b3-1bc0ceb52818},,15,,BAT-32,32,X,,,,,
S00164101-B01,001641-B05,50,,1014,1014,1900,2,,H,,,93090,,,673926.32880491,588614.63595256,50.1082225,4.70305663,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={83ef7f47-a548-4bb6-9d9c-12f09c90eea8},,4,,BAT-33,33,X,,,,,
S00128401-B01,S00128401-B01,80,112.87,1014,1014,1900,4,,,,,55040,,,626993.88785969,633254.89593798,50.50961534,4.0443345,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={4cf7fee0-1023-4f8f-bfd6-2d17ebc88abd},,15,,BAT-34,34,X,,,,,
S00118501-B01,S00118501-B01,,,1014,1014,1900,4,,C,,,55085,,,641453.86508768,636657.38033295,50.54062402,4.24809565,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={1fe0cd80-1679-441a-94fd-2329a3df14fa},,15,,BAT-35,35,X,,,,,
S00118503-B01,S00118503-B01,,,1014,1014,1900,4,,C,,,55085,,,641680.50275218,636476.28333765,50.5389993,4.25126904,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={d0436af5-dc82-41ee-a105-40bc7b667fa0},,15,,BAT-36,36,X,,,,,
S00118504-B02,S00118504-B02,1000,143.6499939,1014,1014,1900,4,,R,,,55085,,,641150.7634349,636625.50750124,50.54028753,4.24383324,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={e01a618f-4cbe-442a-b5aa-e0836b253ab0},,15,,BAT-37,37,X,,,,,
S00118504-B01,S00118504-B01,600,143.3999939,1014,1014,1900,4,,JQH,,,55085,,,641172.33945301,636599.98723877,50.5399786,4.24413877,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={38f4376f-74d3-493b-9576-9e908c24b0b6},,15,,BAT-38,38,X,,,,,
S00119001-B01,S00119001-B01,2000,,1014,1014,1900,1,,LH,,,25072,,,648720.74454093,642406.27343008,50.59241029,4.35042528,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={93b4dff2-25b0-4f5d-b7d7-236e8029c029},,15,,BAT-39,39,X,,,,,
S00166801-B07,001668-B06,,,1014,1014,1900,1,,C,,,92094,,,685246.11218916,626636.77997959,50.44945133,4.86498123,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={a8267a89-006e-48fd-a66b-5bf89b4c90b5},,3,,BAT-40,40,X,,,,,
S00119301-B01,S00119301-B01,,,1014,1014,1900,4,,L,,,25072,,,647463.54864036,641922.50995199,50.58798687,4.33284601,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={bf0908cd-66c0-4d94-8a2e-c72a8a26f1cd},,15,,BAT-41,41,X,2025-01-28T00:00:00,,,,
S00166801-B08,001668-B07,,,1014,1014,1900,1,,C,,,92094,,,685336.76174097,626536.70475036,50.44855257,4.86625973,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={5a1f6ec3-8479-46a3-994f-b513dba97046},,3,,BAT-42,42,X,,,,,
S00166801-B06,001668-B05,,,1014,1014,1900,1,,C,,,92094,,,685313.50517965,626511.93850057,50.44833254,4.86593146,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={ef2de6d3-81e6-4592-98d5-d9aa1b54b59f},,3,,BAT-43,43,X,,,,,
S00166801-B09,001668-B08,,,1014,1014,1900,1,,C,,,92094,,,685279.11065218,626538.05736106,50.44857231,4.86538611,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={fdcdb427-950a-4479-b2cd-8c4bbaacaa05},,3,,BAT-44,44,X,,,,,
S00166801-B05,001668-B04,,,1014,1014,1900,1,,C,,,92094,,,685215.0935994,626544.05151136,50.44862756,4.86455567,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={c63fcb7b-b87e-43af-b7ba-70c2086f88ed},,3,,BAT-45,45,X,,,,,
S00166801-B11,001668-B10,,,1014,1014,1900,1,,C,,,92094,,,685180.64797727,626526.6162047,50.44847377,4.86406111,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={e8b60fd6-d078-496b-96e5-e8b7a3432073},,3,,BAT-46,46,X,,,,,
S00163001-B01,001630-B01,,,1014,1014,1900,3,,O,,,56005,,,640385.51998846,603301.89010745,50.24069198,4.23351046,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={e5b4b8c6-f679-4fae-88d5-1d7a0b616c9a},,13,,BAT-47,47,X,,,,,
S00231001-B03,002310-B03,,,1014,1014,1900,1,,,,,61068,,,713215.4505932,641152.65679526,50.5778261,5.26079952,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={d771efff-d8d8-4240-99b8-6ea283bce5c2},,5,,BAT-48,48,X,,,,,
S00123401-B01,001234-B01,,,1014,1014,1900,3,,M,,,53028,,,617749.00943329,621778.87235521,50.40637863,3.91490794,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={32b6a53e-9f2a-493c-9977-1bbb99c5feae},,14,,BAT-49,49,X,,,,,
S00126401-B02,001264-B02,,,1014,1014,1900,3,,N,,,53053,,,621227.63551923,626268.66716328,50.44674093,3.9634064,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7e1b170a-187a-4543-8433-676a034b961e},,14,,BAT-50,50,X,,,,,
S00126401-B03,001264-B03,,,1014,1014,1900,3,,N,,,53053,,,621272.51964853,626271.7900334,50.44683389,3.96402539,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={26d6609c-814a-4e18-ba07-56129d243a3c},,14,,BAT-51,51,X,,,,,
S00126401-B01,S00126401-B01,6000,32,1014,1014,1900,3,,JH,,,53053,,,621240.76859052,626339.77676962,50.44734359,3.96351868,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={e44d0cf8-fd31-4617-8e64-cf4e883d6306},,14,,BAT-52,52,X,,,,,
S00119001-B02,S00119001-B02,850,143.9,1014,1014,1900,1,,KLR,,,25072,,,648683.6116,642394.0302,50.59227825,4.34998399,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={243ed348-3bf9-4e23-bb70-ae50af6d3b7d},,15,,BAT-54,54,X,,,,,
S00118803-B01,S00118803-B01,500,102.75,1014,1014,1900,1,,JH,,,25072,,,648778.89875705,644468.92687892,50.61081457,4.35146007,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={99e8da20-fa2f-4b4d-8db4-ec972470acf4},,15,,BAT-55,55,X,,,,,
S00100101-B01,,10000,,1014,1014,1900,3,,LH,,,57081,,,586900.42374156,641178.19520339,50.57847671,3.47752427,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={489729f6-3cf3-4261-bac9-851238899993},,17,1,BAT-56,56,X,,,,,
S00162901-B01,001629-B01,,,1014,1014,1900,3,,M,,,52011,,,656547.84816706,620385.73710114,50.39479792,4.45983725,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={ff5931bb-3a87-4ee9-9e47-f8886692f640},,12,,BAT-57,57,X,,,,,
S00181501-B01,S00181501-B01,90,320,1014,1014,1900,4,,h,,,,,,763376.76402327,646088.42093339,50.61433177,5.97082186,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={145e54e7-c746-4817-a5e8-09f58b97e512},,8,,BAT-59,59,X,,,,,
S00109401-B01,S00109401-B01,180,50.15000153,1014,1014,1900,1,,JH,,,57094,,,596519.14476745,641588.58675232,50.58252173,3.61342891,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={8a3cd335-af99-4cd7-b10b-51eba0d11646},,17,,BAT-61,61,X,2021-08-26T00:00:00,,,,
S00116501-B01,S00116501-B01,,,1014,1014,1900,1,,J,,,58001,,,632451.22109211,627329.42362416,50.45645675,4.12150276,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={83f421d5-0d5e-44f2-9ac1-5d512c8002c0},,15,,BAT-62,62,X,,,,,
S00163501-B01,,,,1014,1014,1900,3,,,,,92094,,,680312.88211742,630882.47726734,50.4876568,4.79532373,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={8c599e5e-7e9c-4a67-a354-4c643bd1c94a},,3,,BAT-63,63,X,,,,,
S00118301-B01,S00118301-B01,350,134,1014,1014,1900,4,,JR,,,55086,,,640071.33814888,633498.47438535,50.51213795,4.22867791,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={4e993939-d8d0-4c9e-9b27-a9af85e1e18f},,15,,BAT-64,64,X,2025-01-27T00:00:00,,,,
S00118701-B01,S00118701-B01,100,163.5,1014,1014,1900,4,,R,,,55085,,,645989.45143301,635103.23619403,50.52664281,4.31211905,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={99e129b5-57a7-4b46-a768-7cfd20d31625},,15,,BAT-65,65,X,,,,,
S00111701-B01,,,,1014,1014,1900,4,,L,,,55040,,,625802.9614,641239.21875,50.5813707,4.02703274,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={d6caaa2b-bee6-4766-81a3-bc871ce1a761},,16,,BAT-66,66,X,,,,,
S00111801-B01,S00111801-B01,300,111.91999817,1014,1014,1900,1,,LR,,,55040,,,625279.71855841,646813.92240094,50.63142123,4.01926853,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={58a19971-381a-42b4-811d-64419d373319},,16,,BAT-67,67,X,,,,,
S00112002-B01,S00112002-B01,200,96.45,1014,1014,1900,3,,R,,,55040,,,626425.5225528,639274.06444529,50.56367255,4.03592336,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={86eeaa47-d7b0-4d0a-bd60-0722027afa1f},,16,,BAT-68,68,X,,,,,
S00112001-B02,S00112001-B02,1431,95.12,1014,1014,1900,4,,JQH,,,55040,,,625923.5897029,640323.9680186,50.573322,4.02831076,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={1153a609-2908-4df5-8651-57c4524446f3},,16,,BAT-69,69,X,,,,,
S00112001-B01,,5000,90,1014,1014,1900,1,,JLH,,,55040,,,625803.27032743,640404.5382904,50.57367967,4.02730627,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={bfad8d10-7cf4-4fd5-923d-b16cfd4148f9},,16,,BAT-70,70,X,,,,,
S00118602-B01,S00118602-B01,400,115,1014,1014,1900,4,,J,,,55085,,,644315.45190668,639830.05818971,50.56909158,4.28836058,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={0b8aacab-b5fe-4145-826c-f95cfffbd7fd},,15,,BAT-71,71,X,,,,,
S00118601-B03,S00118601-B03,,,1014,1014,1900,4,,b,,,55085,,,644897.08922606,640282.97770804,50.57321977,4.29666286,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={8976a581-fa0b-4830-b3e1-794f8d056d8c},,15,,BAT-72,72,X,,,,,
S00127601-B01,,150,,1014,1014,1900,3,,H,,,55004,,,638321.41885,645338.7479,50.61859563,4.20364515,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={635da0ab-1398-41f9-9347-a418bef86424},,15,,BAT-73,73,X,,,,,
S00127201-B01,S00127201-B01,1500,104.8,1014,1014,1900,1,,LR,,,55004,,,633317.10670925,643692.73011476,50.60361232,4.13302996,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={4c2ee4d5-aa86-4c79-80a7-8bb88902e832},,16,,BAT-74,74,X,2025-01-30T00:00:00,,,,
S00287001-B02,S00287001-B02,,,1014,1014,1900,1,,J,,,25005,,,676097.90905,662005.2525,50.76794574,4.73861379,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={34bcb4a1-a746-4053-984a-c3e012596258},,5,,BAT-75,75,X,,,,,
S00152701-B01,S00152701-B01,,,1014,1014,1900,1,,K,,,25037,,,670051.40775182,662325.18045782,50.77104871,4.6529232,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={2754140c-a073-4d34-b713-7745c41cc1c2},,5,,BAT-77,77,X,,,,,
S00286801-B05,002868-B04,,,1014,1014,1900,1,,K,,,25005,,,679295.17535144,663251.37645013,50.77900451,4.78404444,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={9ad84af8-fecc-4c55-bf74-847ce9701d7d},,5,,BAT-78,78,X,,,,,
S00151001-B01,S00151001-B01,,,1014,1014,1900,1,,L,,,25037,,,672185.02145371,663735.28842849,50.78363863,4.68329418,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={22a29150-f7e8-46b2-ba1e-cfbfc80d3fbe},,5,,BAT-79,79,X,,,,,
S00127301-B01,S00127301-B01,300,110.36,1014,1014,1900,3,,LR,,,55004,,,634342.00693875,646759.12151579,50.63123761,4.14734991,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={8bae9595-4c84-4543-a39a-fe06abd56f54},,15,,BAT-80,80,X,,,,,
S00127501-B01,,,,1014,1014,1900,4,,L,,,55050,,,636897.65809837,642894.61020603,50.59658265,4.18359336,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={7d5d9f04-c12a-42b9-8d67-e9b5dee2a4e0},,15,,BAT-81,81,X,,,,,
S00127401-B01,S00127401-B01,150,110.74,1014,1014,1900,4,,H,,,55004,,,637560.4195,647620.8817,50.6391012,4.19280389,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={127824fa-544a-4cc7-84d9-b166778434ef},,15,,BAT-82,82,X,2023-07-20T00:00:00,,,,
S00109902-B01,S00109902-B01,225,,1014,1014,1900,1,,JR,,,,,,596361.29572363,632327.56350459,50.49929812,3.61260196,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={9f70f2c5-24a3-4ccd-9b0e-0e1268cd8600},,14,,BAT-83,83,X,,,,,
S00110001-B01,S00110001-B01,400,39.4,1014,1014,1900,1,,JR,,,57064,,,595791.87893936,634220.98223864,50.5162614,3.60430399,O,,,,,,,,O,,,,,https://sig.digiteaux.be/portal/apps/dashboards/b98bc7d8b2594569b3a9db2c86433503#p1={fd4e0534-76e7-42c9-9464-4c3e965d42ee},,14,,BAT-84,84,X,,,,,
