objectid,type,code_eunis,travauxbiodivdebut,travauxbiodivfin,ident,ventesdebois,commune,num_sap,nom_sap,num_sap_anc,fiabilite,statut,observation,proprietaire,gestionnaire,natura2000code,natura2000nom,nom_agent_n2000,tel_agent_n2000,canton_dnf,triage_dnf,tel_canton_dnf,agent_dnf,tel_agent_dnf,gps_lat,gps_long,symbo,gestiondiff,complet,travauxbiodiversite,regime_forestier,tonte,fauchage_cla,fauchage_tar,haie,surface_etan,debrousaillement,plandeau,desherbage,demoussage,clotureconf1,cloturenconf1,portailconf,clotureconf2,clotureconf3,portailnconf,cloturenconf2,cloturenconf3,plantation,fosseterre,fossebeton,caniveau,avaloir,panneaupv,refplan,debroussaillement_tar,plandeautechnique,degagementcloture,deneigement,salage,mm_lien
20335,PPR,,,,TER-1267,,Vielsalm,S00228401,VIELSALM FRAITURE,002284-T03,5,regul,,,,,,,,VIE,LANGLIRE,,,,,,PPR_autre,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={33733B2C-C921-4823-B0A9-F824B5B6F644}
20336,PPR,,,,TER-1268,,Spa,S00211901,SPA MALCHAMPS,002119-T01,5,regul,,,,,,,,SPA,ARTISTES,,,,,,PPR_autre,,,,,,10.8,,,,,,60,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={033BB85E-1D66-4178-A844-8A7EEC014164}
20341,PPR,,,,TER-1273,,Stavelot,S00218501,STAVELOT RENARDMONT,002185-T01,5,regul,,,,,,,,SPA,LA GLEIZE,,,,,,PPR_autre,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={7E9AF994-0080-48D9-8B8F-D9EC1CC26428}
20343,PPR,,,,TER-1275,,Stavelot,S00217701,STAVELOT HAUTE LEVÉE,002177-T01,5,regul,,,,,,,,SPA,STAVELOT,,,,,,PPR_autre,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={27DB0F0D-4054-4906-86D9-A6B071385441}
20347,IND,,,,TER-1279,,Stavelot,002349-T22,LT GI T VC SART,002349-T22,5,regul,,,,,,,,SPA,STAVELOT,,,,,,IND_autre,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4527E3A9-1810-41E8-B1EB-1D5715FA3CCD}
20348,PPR,,,,TER-1280,,Stavelot,S00217101,STAVELOT FRAN.CIRCUIT,002171-T01,5,regul,,,,,,,,SPA,STAVELOT,,,,,,PPR_autre,,,,,450,,,,,,,20,50,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={5B7ADDF3-CDBD-438B-BBA5-3CB152E9B223}
20354,PPR,,,,TER-1286,,Malmedy,S00200301,MALMEDY FLORIHEID HAUT,002003-T01,5,regul,,,,,,,,MAL,MALMÉDY (F),,,,,,PPR_autre,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={1A4F01CF-2B03-4D03-B580-DE96B0F39B97}
20356,PPR,,,,TER-1288,,Malmedy,S00202101,MALMEDY PREAIX,002021-T01,5,regul,,,,,,,,MAL,MALMÉDY (F),,,,,,PPR_autre,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={5EE63220-EEDE-408E-859D-D888EDB3F3CA}
20357,PPR,,,,TER-1289,,Malmedy,S00202101,MALMEDY PREAIX,,5,regul,,,,,,,,MAL,MALMÉDY (F),,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={33D3ED14-583D-495D-9E23-A7D0FAC4938E}
20358,PPR,,,,TER-1290,,Stavelot,S00218801,STAVELOT RIVAGE HAUT,002188-T01,5,regul,,,,,,,,SPA,STAVELOT,,,,,,PPR_autre,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={B2C9D564-A8E4-4528-A211-416D11F86B67}
20359,PPR,,,,TER-1291,,Malmedy,S00200001,MALMEDY CROIX DE CHÔDES,002000-T01,5,regul,,,,,,,,MAL,MALMÉDY (F),,,,,,PPR_autre,,,,,,2.48,,,,,,80,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={260BDE04-00E1-4BC7-8397-8929613E01CC}
20361,PPR,,,,TER-1294,,Stavelot,S00217801,STAVELOT HOCKAI,002178-T01,5,regul,,,,,,,,SPA,STAVELOT,,,,,,PPR_autre,,,,,,3,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={B6C37BCE-E70D-42CC-B886-3A276FCEBD5D}
20362,PPR,,,,TER-1295,,Malmedy,S00296201,MALMEDY CHODES WIMBORU,,5,regul,,,,,,,,MAL,MALMÉDY (F),,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={1E9DAF57-25CD-4229-AAE4-C2692A27DCC6}
20372,PPR,,,,TER-1305,,Malmedy,S00283301,MALMEDY HEDOMONT R700,002833-T01,5,regul,,,,,,,,MAL,MALMÉDY (F),,,,,,PPR_autre,,,,,,14.6,,,,7.8,,,200,,,,,,,,,0.6,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={F44237AA-7847-429E-BF85-C39A1B185364}
20382,PPR,,,,TER-1315,,Stavelot,S00218101,STAVELOT LODOMEZ,002181-T01,5,regul,,,,,,,,SPA,WANNE,,,,,,PPR_autre,,,,,,15,,,,,,,100,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={0540E4B6-3735-4709-970B-1F3CB0E649D9}
20384,PPR,,,,TER-1317,,Stavelot,S00220101,STAVELOT VIEUX CHÂTEAU NEW,002201-T01,5,regul,,,,,,,,SPA,WANNE,,,,,,PPR_autre,,,,,,12.5,,,,13,,,105,,,,,,,,,3.48,100,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={AC5D6834-56C6-451B-9726-17D334148D86}
20385,PPR,,,,TER-1318,,Stavelot,S00219501,STAVELOT SOMAGNE HAUT,,5,regul,,,,,,,,SPA,WANNE,,,,,,PPR_autre,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C23E817B-4933-435D-A21C-E27FF2E2EA58}
20386,IND,,,,TER-1319,,Stavelot,002889-T01,STAVELOT TROIS-PONTS R T,,5,regul,,,,,,,,SPA,LA GLEIZE,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={A193EC29-A683-4F00-B34B-DEF68BEB03F9}
20387,PPR,,,,TER-1320,,Stavelot,S00216601,STAVELOT COO BIESTER,002166-T01,5,regul,,,,,,,,SPA,LA GLEIZE,,,,,,PPR_autre,,,,,,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={23CCE1CD-2C25-4AAF-84EF-F6F2B0218D00}
20388,PPR,,,,TER-1321,,Vielsalm,S00228101,VIELSALM DAIROMONT,002281-T01,5,regul,,,,,,,,VIE,ARBREFONTAINE,,,,,,PPR_autre,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={CBE1560B-685F-458D-B2C5-6DAF07567CA1}
20390,PPR,,,,TER-1323,,Vielsalm,S00228201,VIELSALM ENNAL,,5,regul,,,,,,,,VIE,MONT-LE-SOIE,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={FFCCF1E5-DC34-49CE-B3D1-6D5415092B8F}
20395,PPR,,,,TER-1328,,Lierneux,S00196101,LIERNEUX ARBREFONTAINE,,5,regul,,,,,,,,VIE,ARBREFONTAINE,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={EF310DC5-3D83-481E-8407-6EBE65C2F290}
20397,PPR,,,,TER-1330,,Vielsalm,S00228501,VIELSALM GOLONFA,002285-T01,5,regul,,,,,,,,VIE,MONT-LE-SOIE,,,,,,PPR_autre,,,,,,2.5,,,,,,,35,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={AF3C56C6-FC42-4AAC-9581-018958B0EE6E}
20399,PPR,,,,TER-1332,,Vielsalm,S00230101,VIELSALM PETIT THIER,,5,regul,,,,,,,,VIE,TINSEUBOIS,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={839CDF00-5050-49CE-AAFE-E00A0A30DD0B}
20406,PPR,,,,TER-1339,,Vielsalm,S00228901,VIELSALM GOSSOIN,002289-T02,5,regul,,,,,,,,VIE,TINSEUBOIS,,,,,,PPR_autre,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={CFFF5BD4-EDD1-4B54-ACF4-770A2A2F718B}
20408,PPR,,,,TER-1341,,Saint-Vith,S00292401,ST VITH SCHLIERBACH R300,002924-T01,5,regul,,,,,,,,STV,SAINT-VITH (G),,,,,,PPR_autre,,,,,,27.5,,,,,,125,,,,,,,,,,1,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={51478119-2B0B-445F-B9FB-218764EB63CC}
20409,PPR,,,,TER-1342,,Vielsalm,S00302301,LT GI B V/GD BOIS -BECHE/3 - CV7,,5,regul,,,,,,,,VIE,SO BÊCHEFA,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={69619756-1034-47A4-BB51-830CA2579F50}
20411,PPR,,,,TER-1344,,Saint-Vith,S00221101,ST-VITH L'WEILER,002211-T01,5,regul,,,,,,,,STV,LOMMERSWEILER (G),,,,,,PPR_autre,,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={EB98C7DA-0A02-4D32-B0F2-1A4EB23DC6C3}
20413,PPR,,,,TER-1345,,Vielsalm,S00273801,VIELSALM LIERMINAY,002738-T01,5,regul,"P5379/10/5379/200/1-1-Autre feuillu, mélange av. feuillus âges multipl (FD 5m²);P5379/10/5379/200/1-1-Autre feuillu, mélange av. feuillus âges multipl (FD 5m²)",,,,,,,VIE,LANGLIRE,,,,,,PPR_autre,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={A6852817-0777-4282-893A-E0AD3A8809BD}
20419,PPR,,,,TER-1351,,Houyet,001663-T02,TRUSSOGNE UP T G1,,5,regul,,,,,,,,DIN,HOUYET,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={9652702B-369B-4175-A841-78B230B2AA0A}
20420,PPR,,,,TER-1352,,Houyet,001714-T01,HOUYET LT T HY BEL AIR,001714-T01,5,regul,,,,,,,,DIN,HOUYET,,,,,,PPR_autre,,,,,,2,,,,,,591,125,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4F4BFFBB-6B2B-4F67-9060-11AFD5DE7C84}
20421,PPR,,,,TER-1353,,Houyet,S00171406,HOUYET LT T RCP15 GENDRON,,5,regul,,,,,,,,DIN,HOUYET,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={56717C2C-3FA9-4326-AA16-6A7AA4FCE175}
20422,PPR,,,,TER-1354,,Houyet,S00171404,HOUYET LT T R50 SU VER R3,001714-T04,5,regul,,,,,,,,DIN,HOUYET,,,,,,PPR_autre,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={3528A0A8-9B26-418D-9D26-C0176C6B4A89}
20423,PPR,,,,TER-1355,,Houyet,S00171401,HOUYET LT T R100 CIERGNON R6,,5,regul,,,,BE35023,Vallée de la Lesse entre Villers-sur-Lesse et Houyet,,,DIN,HOUYET,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={1DD2C376-A027-478A-9311-B155B37C9E2A}
20427,PPR,,,,TER-1359,,Rochefort,001715-T03,ROCHEFORT LT T RCP25 BUISSONVILLE,001715-T03,5,regul,,,,BE35024,Vallées des Ruisseaux de Fenffe et du Vachau,,,ROC,BUISSONVILLE,,,,,,PPR_autre,,,,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={D5FAF61F-5210-4C6A-BF4C-321B6D6B2BBF}
20429,PPR,,,,TER-1361,,Marche-en-Famenne,002504-T01,MARLOIE T CV,,5,regul,,,,,,,,MAR,HARGIMONT,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={BCF3738F-5896-4649-B5A3-7BC4FBB0C5A1}
20433,PPR,,,,TER-1366,,Nassogne,002508-T01,AMBLY T RCP,002508-T01,5,regul,,,,,,,,NAS,FORRIÈRES,,,,,,PPR_autre,,,,,,5,,,,,,30,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={578B27BB-4002-4B93-AA80-68A9672501A4}
20449,PPR,,,,TER-1382,,Rendeux,002737-T01,RENDEUX WAHARDAY T R,,5,regul,,,,,,,,LAR,RENDEUX,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={5E71F44D-4287-4B90-AA1A-07B87BDF5084}
20450,PPR,,,,TER-1383,,Rendeux,002484-T01,CHÉOUX T R34 LAITERIE,002484-T01,5,regul,,,,,,,,LAR,RENDEUX,,,,,,PPR_autre,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={421D756A-2EFB-4897-9ADC-349B80DEF8AC}
20451,PPR,,,,TER-1384,,Rendeux,S00248701,HODISTER NOUVEAU,002487-T01,5,regul,,,,,,,,LAR,RENDEUX,,,,,,PPR_autre,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={AAD2E9AF-C290-4F42-B199-500CD371FBB4}
20452,PPR,,,,TER-1385,,Marche-en-Famenne,002502-T01,CHAMPLON T R200,002502-T01,5,regul,,,,,,,,MAR,ROY,,,,,,PPR_autre,,,,,,7.5,,,,,,40,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4BAD4E62-A417-4E50-B5AB-D07DBFED8691}
20456,PPR,,,,TER-1389,,Vielsalm,002284-T01,VIELSALM FRAITURE T E1,002284-T01,5,regul,,,,,,,,VIE,LANGLIRE,,,,,,PPR_autre,,,,,,,,,,17.2,,,,,,,,,,,,,180,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={4FE666F4-6C1D-4246-90D4-CD796146AC5F}
20457,PPR,,,,TER-1390,,Vielsalm,002284-T05,VIELSALM FRAITURE T SP/R75/PC,002284-T05,5,regul,,,,,,,,VIE,LANGLIRE,,,,,,PPR_autre,,,,,,1.15,,,,,,5,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={490E23D9-45B6-41CC-9F93-D6F47DBC1416}
20459,PPR,,,,TER-1392,,Lierneux,001964-T01,"LIERNEUX BANEUX HAUT T D1,D2",001964-T01,5,regul,,,,,,,,VIE,LIERNEUX,,,,,,PPR_autre,,,,,,,58.74,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={78D83DFB-3D48-48BE-971B-2D6FCFF3DA34}
20460,PPR,,,,TER-1393,,Lierneux,001973-T01,LIERNEUX JEVIGNE T RCP20,,5,regul,,,,,,,,VIE,LIERNEUX,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={20E557AB-A6BE-453C-90A0-12E937E344BE}
20462,PPR,,,,TER-1395,,Vielsalm,S00230801,VIELSALM WEZ POURCEAUX,,5,regul,,,,BE34017,Fagnes de Bihain,,,VIE,LANGLIRE,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={1FD75C73-97B9-44CA-AEE2-504007FD5F7E}
20464,PPR,,,,TER-1397,,Manhay,002032-T01,MANHAY VAUX CHAVANNE T RT100,002032-T01,5,regul,,,,,,,,LAR,OSTER,,,,,,PPR_autre,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={FFA1158C-AF13-41C4-87BB-ECE0BBFA7160}
20465,PPR,,,,TER-1398,,Lierneux,S00197301,LIERNEUX JEVIGNE,,5,regul,,,,,,,,VIE,LIERNEUX,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={672E4F0C-2F20-4E58-9ACF-1EF6CE9CAC16}
20466,PPR,,,,TER-1399,,Lierneux,S00196001,LIERNEUX AMCOMONT,001960-T01,5,regul,,,,,,,,VIE,LIERNEUX,,,,,,PPR_autre,,,,,,4.4,,,,,,60,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={B7821776-4AAD-4062-BCB4-B7E97C66366A}
20467,PPR,,,,TER-1400,,Lierneux,S00196801,LIERNEUX BRA VILLETTE,,5,regul,,,,,,,,VIE,LIERNEUX,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={DA6EE5EE-3BB7-4F60-832F-EA9D191DD53D}
20468,PPR,,,,TER-1401,,Lierneux,S00196701,LIERNEUX BRA VILLAGE,001967-T01,5,regul,,,,,,,,VIE,LIERNEUX,,,,,,PPR_autre,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={80CEB2EF-613B-476E-BF92-1B04C5446E72}
20469,PPR,,,,TER-1402,,Ferrières,S00189002,FERRIERES WERBOMONT T ST/SP/R,,5,regul,,,,,,,,AYW,FERRIERES,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={E044BB28-FCF6-4056-8282-310DB7402E50}
20471,PPR,,,,TER-1404,,Ferrières,001875-T01,FERRIERES EPINE T PC,001875-T02,5,regul,,,,,,,,AYW,FERRIERES,,,,,,PPR_autre,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={3CACF85A-0CE9-4276-AB6B-CFC70AA240AD}
20472,PPR,,,,TER-1405,,Durbuy,S00247001,VIEUX FOURNEAU,002470-T01,5,regul,,,,,,,,MAR,IZIER,,,,,,PPR_autre,,,,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={96088ECD-FA08-47A4-97E0-72481B3A0183}
20475,PPR,,,,TER-1408,,Durbuy,002465-T01,OZO T R10,,5,regul,,,,,,,,MAR,IZIER,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={AF6BAD07-F47B-42FA-97B6-AA3439AD7697}
20476,PPR,,,,TER-1409,,Ferrières,001889-T01,FERRIERES TRUCHETTE T E1,,5,regul,,,,BE34002,Vallée de l'Ourthe entre Bomal et Hamoir,,,AYW,HAMOIR,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={051F3CB4-4E49-4636-9E38-E635C369A2B2}
20481,PPR,,,,TER-1414,,Durbuy,002471-T01,IZIER CE500+SP T,002471-T01,5,regul,,,,,,,,MAR,IZIER,,,,,,PPR_autre,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={524BDD1C-540F-4EB1-9E09-6A2B60190E1C}
20484,PPR,,,,TER-1417,,Durbuy,002457-T02,VILLERS-SAINTE-GERTRUDE T R25+SP,002457-T02,5,regul,,,,BE34007,Basse vallée de l'Aisne,,,MAR,IZIER,,,,,,PPR_autre,,,,,,2,,,,,,,90,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={1B4F3F21-A3D3-4B68-98E4-977B5628BF38}
20490,PPR,,,,TER-1424,,Durbuy,002466-T01,HEYD ANCIEN T R40,002466-T01,5,regul,,,,,,,,MAR,WERIS,,,,,,PPR_autre,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={E007244D-A5C2-4CBF-ABC9-3657D49D3875}
20492,PPR,,,,TER-1426,,Durbuy,002455-T01,MORVILLE T R20,002455-T01,5,regul,,,,,,,,MAR,WERIS,,,,,,PPR_autre,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={29850B3E-CB57-4083-A344-A3E97D6CCE5F}
20495,PPR,,,,TER-1429,,Durbuy,002447-T01,WÉRIS T R50,002447-T01,5,regul,,,,,,,,MAR,WERIS,,,,,,PPR_autre,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={D8034AB7-7C25-41A6-BD35-F85588A7A0A0}
20496,PPR,,,,TER-1430,,Durbuy,002442-T01,OPPAGNE T R50,002442-T01,5,regul,,,,,,,,MAR,WERIS,,,,,,PPR_autre,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={14EBF087-0417-4DA4-A0DA-EC970CF7EEA2}
20497,PPR,,,,TER-1431,,Durbuy,002704-T01,LT ANL OPPAGNE QM CHLORATION T,,5,regul,,,,,,,,MAR,WERIS,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={3A60EBB8-4A0E-4FBC-ADFC-5520003CDC76}
20504,PPR,,,,TER-1438,,Durbuy,002460-T01,BARVAUX T R80,,5,regul,,,,,,,,MAR,WERIS,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={252D5D72-8095-41D9-9F2B-451B58F11900}
20515,PPR,,,,TER-1449,,Durbuy,002450-T01,LA HESSE T R1000,,5,regul,,,,,,,,MAR,TOHOGNE,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={8620E38F-22BB-4EF3-987D-0D984063C0DC}
