objectid,type,code_eunis,travauxbiodivdebut,travauxbiodivfin,ident,ventesdebois,commune,num_sap,nom_sap,num_sap_anc,fiabilite,statut,observation,proprietaire,gestionnaire,natura2000code,natura2000nom,nom_agent_n2000,tel_agent_n2000,canton_dnf,triage_dnf,tel_canton_dnf,agent_dnf,tel_agent_dnf,gps_lat,gps_long,symbo,gestiondiff,complet,travauxbiodiversite,regime_forestier,tonte,fauchage_cla,fauchage_tar,haie,surface_etan,debrousaillement,plandeau,desherbage,demoussage,clotureconf1,cloturenconf1,portailconf,clotureconf2,clotureconf3,portailnconf,cloturenconf2,cloturenconf3,plantation,fosseterre,fossebeton,caniveau,avaloir,panneaupv,refplan,debroussaillement_tar,plandeautechnique,degagementcloture,deneigement,salage,mm_lien
21867,PPR,,,,TER-2832,,Ath,S00103801,MESLIN L EVEQUE,001038-T01,5,regul,,,,,,,,MON,LESSINES,,,,,,PPR_autre,,,,,867,,,,,,,10,45,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={2B5FB4FE-18DF-4D24-BEC3-F445623E13A2}
21868,IND,,,,TER-2833,,Saint-Georges-sur-Meuse,S00220701,ST-GEORGES THIER RIGA T RCP40,002207-T01,4,non-regul,,1014,1014,,,,,LIE,AMAY,,,,,,IND_SWDE,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={EE05801F-22BC-4C4B-BEE9-F2049C4E710A}
21869,IND,,,,TER-2834,,Neufchâteau,S00294901,NEUFCHATEAU NAMOUSSART,,4,non-regul,,1014,1014,,,,,NEU,MOLINFAING,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={FF766DED-233C-4BEE-B614-43004714284C}
21870,IND,,,,TER-2835,,Verviers,002076-T01,PEPINSTER WEGNEZ-FIERAIN T P1,,4,non-regul,,1014,1014,,,,,VER,LA VESDRE,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={98FB34E0-F55B-4044-A138-3CF05C40690F}
21871,IND,,,,TER-2836,,Verviers,002243-T01,VERVIERS FOND FIERAIN T D,,4,non-regul,,1014,1014,,,,,VER,LA VESDRE,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={84B67B7D-6DD2-47C4-A7E7-D7CCF2CC76F0}
21873,IND,,,,TER-2838,,Jalhay,001937-T01,JALHAY BELHEID T D1,,4,non-regul,,1014,1014,,,,,SPA,HOËGNE,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={585B0099-5169-47CE-86B8-18F420DD22BD}
21874,IND,,,,TER-2839,,Jalhay,001937-T03,JALHAY BELHEID T P2,001937-T03,4,non-regul,,1014,1014,,,,,SPA,HOËGNE,,,,,,IND_SWDE,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={3BBC1AF4-E15A-428E-90B1-52ADE181E903}
21875,IND,,,,TER-2840,,Erquelinnes,S00122001,RV BOIS DU COMTE,001220-T01,4,non-regul,,1014,1014,,,,,THU,LA HAUTE SAMBRE,,,,,,IND_SWDE,,,,,,,,,,2.7,,,110,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={85E7F904-4729-4A73-9828-87A480CFF7EC}
21877,IND,,,,TER-2842,,Messancy,002655-T02,TURPANGE T D1,,4,non-regul,,1014,1014,,,,,ARL,MESSANCY,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={218573E3-ED96-4402-B3E0-28105EBD7EFD}
21878,PPR,,,,TER-2843,,Aubange,002655-T02,TURPANGE T D1,,4,non-regul,,1014,1014,,,,,ARL,AUBANGE,,,,,,PPR_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={431152E4-11B0-4D53-819F-C1E5B03A7D44}
21880,IND,,,,TER-2845,,Vaux-sur-Sûre,S00301201,SALVACOURT CV,,4,non-regul,,1014,1014,,,,,NEU,MORHET,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={8D686F30-D3E6-4B29-BF59-DA6E4AF26875}
21881,IND,,,,TER-2846,,Daverdisse,002529-T01,ROUTIS POINTS HAUTS T H,002529-T01,4,non-regul,,1014,1014,,,,,LIB,DAVERDISSE,,,,,,IND_SWDE,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C10B17A4-A720-4DC4-BEE3-CDCFBFDA8752}
21882,IND,,,,TER-2847,,Cerfontaine,S00155001,SENZEILLE CE T,,4,non-regul,,1007,1007,,,,,COU,SENZEILLES,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C7894D4B-0ED0-42A8-86F6-09B19E8DCD2B}
21884,IND,,,,TER-2849,,Sprimont,002152-T01,SPRIMONT VI TIYOU T R25,002152-T01,4,non-regul,,1014,1014,,,,,AYW,LOUVEIGNÉ,,,,,,IND_SWDE,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={04FE4A4A-18AD-4C24-8E61-7257DBDD6C71}
21885,IND,,,,TER-2850,,Andenne,S00177401,ANDENNE SCLAIGNEAUX T,001774-T01,4,non-regul,,1014,1014,,,,,NAM,BIERWART,,,,,,IND_SWDE,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={9432951E-DE58-4976-B18E-9F87299773F4}
21886,IND,,,,TER-2851,,Malmedy,S00201501,MALMEDY MONT,002015,4,non-regul,,1014,1014,BE33041,Fagnes de la Polleur et de Malmedy,,,MAL,XHOFFRAIX (F),,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={5CAFB67A-B4B0-4C6C-9965-9E83FFE9D89C}
21887,IND,,,,TER-2852,,Malmedy,S00199901,MALMEDY COMBES,001999-T01,4,non-regul,,1014,1014,,,,,MAL,BÉVERCÉ (F),,,,,,IND_SWDE,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={2BE3440D-EAF1-40CE-8773-5D948B027474}
21888,IND,,,,TER-2853,,Stavelot,002173-T01,STAVELOT FRANCO-NEUVILLE T,,4,non-regul,,1014,1014,,,,,SPA,LA GLEIZE,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={86C323D8-0664-4CC4-818F-B19605E5AA9D}
21889,IND,,,,TER-2854,,Stavelot,002162-T01,STAVELOT BIERLONHEID T B1,,4,non-regul,,1014,1014,,,,,SPA,STAVELOT,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={501804D0-1474-4EA9-93FC-F38E7A48AA2A}
21890,IND,,,,TER-2855,,Stavelot,S00218901,STAVELOT RIVAGE MOYEN,,4,non-regul,,1014,1014,,,,,SPA,STAVELOT,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={5A30AB5A-E36F-4802-8B95-48212059D581}
21891,IND,,,,TER-2856,,Malmedy,002014-T03,MALMEDY MEIZ T SP/P1/R40,002014-T03,4,non-regul,,1014,1014,,,,,MAL,BÉVERCÉ (F),,,,,,IND_SWDE,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={0C56F6A8-8142-40B6-B975-BE924320140E}
21892,IND,,,,TER-2857,,Stavelot,002165-T02,STAVELOT CHENEUX T R15,,4,non-regul,,1014,1014,,,,,SPA,STAVELOT,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={AFFB815D-3276-492C-A5BF-4E504EC41E0C}
21893,IND,,,,TER-2858,,Stavelot,002165-T01,STAVELOT CHENEUX T D1,,4,non-regul,,1014,1014,,,,,SPA,STAVELOT,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={6BA098E5-CA25-4045-A3E1-7F639462CA1D}
21894,IND,,,,TER-2859,,Ecaussinnes,S00127802,"ECAUSSINNES P1, P2, BO",001278-T02,4,non-regul,,1014,1014,,,,,NIV,SOIGNIES,,,,,,IND_SWDE,,,,,,,,,,,,73.8,53.3,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={37089D2B-7DCF-4A73-8FE6-DD7BF944B9D1}
21895,IND,,,,TER-2860,,Aubange,002663-T01,ATHUS T R,002663-T01,4,non-regul,,1014,1014,BE34067,Forêts et marais bajociens de Baranzy à Athus,,,ARL,AUBANGE,,,,,,IND_SWDE,,,,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={6F3FD147-5110-4EFE-ABB8-25024495B559}
21896,IND,,,,TER-2861,,Beauraing,001649-T01,CASTEL UP T D1 ST PIERRE,001649-T01,4,non-regul,,1014,1014,,,,,BEA,SEVRY,,,,,,IND_SWDE,,,,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={A17A6874-1845-4394-915E-774F4915AFF0}
21897,IND,,,,TER-2862,,Beauraing,001649-T05,CASTEL UP T PR1 FONT AUX BUSES,,4,non-regul,,1014,1014,,,,,BEA,SEVRY,,,,,,IND_SWDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={70F9492E-1EA3-4CC3-8A35-DBF96738C436}
21898,PPR,,,,TER-2863,,Ath,002769-T01,IRCHONWELZ CE T,002769-T01,5,regul,,,,,,,,MON,LESSINES,,,,,,PPR_autre,,,,,470,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={B42A9300-4123-4CF1-9AD3-3AD2471168B3}
21900,PPR,,,,TER-2865,,Tournai,001001-T03,VEZON CV P1.4 (TH) T,001001-T03,5,regul,,,,,,,,MON,TOURNAI SUD,,,,,,PPR_autre,,,,,,,,,,0.5,,,60,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={E363BEA9-19A1-4414-831C-989F4B04FB50}
21901,PPR,,,,TER-2866,,Antoing,001004-T03,MAUBRAY CV P3.13 (TH) T,001004-T03,5,regul,,,,,,,,MON,TOURNAI SUD,,,,,,PPR_autre,,,,,,,,,,0.5,,6,16,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C89D523C-12F5-4900-8FE7-1C53ED8C664D}
21902,PPR,,,,TER-2867,,Tournai,001001-T09,VEZON CV STA 25 (TH) T,001001-T09,5,regul,,,,,,,,MON,TOURNAI SUD,,,,,,PPR_autre,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={20A4E7B5-5FC5-457D-9800-3D7451B8E97B}
21903,IND,,,,TER-2868,,Paliseul,S00261402,LES ASPÈCHES T D,002614-T02,5,non-regul,Créé en fonction de l objet EP_SITE,1014,1014,,,,,BOU,PALISEUL,,,,,,IND_SWDE,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={39F1FE0E-9AB1-431E-8FAF-617731F0993F}
21904,PPR,,,,TER-2869,,Aubange,002668-T01,RACHECOURT T SP,002668-T01,4,non-regul,,1014,1014,,,,,ARL,AUBANGE,,,,,,PPR_SWDE,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={A4071A0F-E94E-4E80-A0E5-4FF3651C8CFC}
21905,IND,,,,TER-2870,,Tournai,001022-T02,SAINT MAUR T CV 7,001022-T02,5,regul,,,,,,,,MON,TOURNAI SUD,,,,,,IND_autre,,,,,,,,,,0.13,,,8,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={8F7EEF99-F040-4E11-8B35-DEDDEE1AD4BE}
21906,PPR,,,,TER-2871,,Tournai,S00101001,ERE,001010-T01,5,regul,,,,,,,,MON,TOURNAI SUD,,,,,,PPR_autre,,,,,170,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={BB292284-60FB-4C7A-8E17-E521275EEE9F}
21907,PPR,,,,TER-2872,,Tournai,S00101101,CHERCQ,,5,regul,,,,,,,,MON,TOURNAI SUD,,,,,,PPR_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={BC4E5183-DCC6-4F35-9E9C-6ADF4FB480C9}
21914,PPR,,,,TER-2880,,Tournai,S00110801,BARRY CE,001108-T01,5,regul,,,,,,,,MON,TOURNAI SUD,,,,,,PPR_autre,,,,,,,9,,,,,,44,,,,,,,,,,,,4,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={783EB925-54C1-464C-8760-80E742000BF1}
21916,PPR,,,,TER-2882,,Ecaussinnes,S00127701,RV TETE DU BOIS,001277-T01,5,regul,,,,,,,,NIV,SOIGNIES,,,,,,PPR_autre,,,,,,,,,,,,,22,,,,,,,,,,,,15,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={739EE286-56E6-4E0A-B30E-5E785F7739B2}
21918,IND,,,,TER-2884,,Momignies,002894-T01,MOMIGNIES MACON T,002834-T01,4,non-regul,,1014,1014,,,,,CHI,MACON,,,,,,IND_SWDE,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={BE28D952-CE27-4939-B48F-77B723879DFE}
21922,PPR,,,,TER-2888,,Grez-Doiceau,S00136301,CAMPINAIRE GREZ-DOICE,001363-T01,5,regul,,,,,,,,NIV,CHAUMONT GISTOUX,,,,,,PPR_autre,,,,,160,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={9D9743B1-3A3A-4E8C-AE15-43AABE994104}
21927,PPR,,,,TER-2893,,Namur,S00168703,BOUGE LT T CE300 CHAMPION,001687-T05,5,regul,,,,,,,,NAM,MARCHE-LES-DAMES,,,,,,PPR_autre,,,,,,1.5,,,,,,,339,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={C42401E3-E28A-45D3-9DF6-287163F9FDEC}
21930,PPR,,,,TER-2896,,Seneffe,S00118503,SENEFFE T PUITS P3,001185-T03,5,regul,,,,,,,,NIV,CHAPELLE LEZ HERLAIM,,,,,,PPR_autre,,,,,969,,,,,,,,23,,,,,,,,,,,,12,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={1031DA9B-5A70-433E-BD38-A0918BB07398}
21931,PPR,,,,TER-2915,,Orp-Jauche,S00145701,TOMBALE CE,001457-T01,5,regul,,,,,,,,NIV,JODOIGNE,,,,,,PPR_autre,,,,,,,,,,1,,196,23,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={5A2761BD-21B7-4AB8-AB60-12F6697064AF}
21932,PPR,,,,TER-2897,,Courcelles,S00142101,FLÉCHÈRE CE,001421-T01,5,regul,,,,,,,,NIV,CHAPELLE LEZ HERLAIM,,,,,,PPR_autre,,,,,,,,,,2.4,,,3,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={8128086A-B494-4DA9-912F-8DF64293A4F1}
21934,IND,,,,TER-2899,,Rendeux,002483-T02,DEVANTAVE T DEVANTAVE D1,,5,regul,,,,,,,,LAR,DEVANTAVE,,,,,,IND_autre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={038061E5-593F-4261-BD6F-359CE85ADBF3}
21935,PPR,,,,TER-2900,,Neufchâteau,S00257501,NEUFCHATEAU T ST,002575-T01,5,regul,,,,,,,,NEU,GRANDVOIR,,,,,,PPR_autre,,,,,1200,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={58DEAE71-9A84-4870-8F84-FFAD01BA32FE}
21936,PPR,,,,TER-2901,,Tournai,S00101301,FROIDMONT,001013-T01,5,regul,,,,,,,,MON,TOURNAI SUD,,,,,,PPR_autre,,,,,275,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={FFCE7282-5457-4E2C-AA57-59422DAC0DFF}
21937,PPR,,,,TER-2902,,Saint-Ghislain,S00122301,CE DE TERTRE,001223-T01,5,regul,P5379/8/5379/113/1-1-Trouée de feuillus (VF 1m²);P5379/8/5379/113/1-1-Trouée de feuillus (VF 1m²),,,,,,,MON,SAINT GHISLAIN,,,,,,PPR_autre,,,,,1338,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={DE327A19-4EDC-4A36-83B7-6F73E6C08186}
21938,PPR,,,,TER-2903,,Erquelinnes,S00122201,BERSILLIES L'ABBAYE,001222-T01,4,regul,,,,,,,,THU,LA HAUTE SAMBRE,,,,,,PPR_autre,,,,,2000,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={AEF8445C-39E7-4D43-BA8C-ED8BBB713A8F}
21939,PPR,,,,TER-2904,,Péruwelz,S00109902,BONSECOURS CE,001099-T02,5,regul,,,,,,,,MON,PERUWELZ,,,,,,PPR_autre,,,,,340,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={6C961783-5881-45B3-BAA8-AEB60246C2DE}
21940,PPR,,,,TER-2905,,Pepinster,S00207301,PEPINSTER R,002073-T01,5,regul,,,,,,,,SPA,FAGNE-ST-REMACLE,,,,,,PPR_autre,,,,,,10.62,,,,,,,250,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={AAC8A831-D682-4C51-9C6A-BFFE2BF9C304}
21941,PPR,,,,TER-2906,,Namur,001693-T02,WARTET LT T R200+HYDROPHORE,001693-T02,5,regul,,,,,,,,NAM,MARCHE-LES-DAMES,,,,,,PPR_autre,,,,,460,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={316E74A5-8304-4D46-B389-9F6B703366AD}
21945,PPR,,,,TER-2910,,Bastogne,002553-T01,NOVILLE BAS T R,002553-T01,5,non-regul,CREER AVEC CAPAKEY,1014,1014,,,,,LAR,BASTOGNE,,,,,,PPR_SWDE,,,,,,2.85,,,,,,,4,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={D96C8773-BA65-4C87-AD35-1880EE48A3F7}
21948,PPR,,,,TER-2913,,Walcourt,S00141301,FAIROUL F2,001413-T01,5,regul,"P5379/4/5379/21/3-1-Autre feuillu, mélange av. feuillus âges multipl (FD 30m²);P5379/4/5379/21/3-1-Autre feuillu, mélange av. feuillus âges multipl (FD 30m²)",,,,,,,PHI,THY-LE-CHÂTEAU,,,,,,PPR_autre,,,,,,40,,,,,,,54,,,,,,,,,,,243,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={0C5CB9CD-90C1-4469-80B2-DA5B7537364E}
21949,PPR,,,,TER-2914,,Raeren,S00210201,RAEREN ROET,002102-T01,5,regul,,,,,,,,EUP,RAEREN (G),,,,,,PPR_autre,,,,,1200,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={80F2AB40-3BBB-4183-82D7-EB5C97AFDD18}
21950,PPR,,,,TER-2916,,Gerpinnes,S00141101,EVRARD,001411-T01,5,regul,P5379/1/5379/3/1-1-Taillis-sous-futaie (FD 72m²);P5379/1/5379/3/1-1-Taillis-sous-futaie (FD 72m²),,,,,,,THU,GERPINNES,,,,,,PPR_autre,,,,,,,106.96,,,,,,2132,,,,,,,,,0,,60,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={E4B621E1-506E-48D6-B7D3-6FBCBDE889F3}
21952,PPR,,,,TER-2918,,Marche-en-Famenne,002503-T01,PÉNITENCIER T R1500,002503-T01,5,regul,,,,,,,,MAR,ROY,,,,,,PPR_autre,,,,,,4,26.7,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={1AE19994-5A72-44ED-9E28-8DDE551607F0}
21953,PPR,,,,TER-2919,,Floreffe,S00165803,FRANIÈRE UP G1 ST PIERRE,001658-T03,4,regul,,,,BE35003,Vallée de la Sambre en aval de la confluence avec l'Orneau,,,NAM,SOYE,,,,,,PPR_autre,,,,,,,,,,1.5,,,20,,,,,,,,,,,,,1,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={E71D8CAC-5F34-4E60-8A5E-41072D8398F3}
21954,PPR,,,,TER-2920,,Tournai,001011-T01,CHERCQ T CARRIÈRE DU CORNET,001011-T01,5,regul,P5379/8/5379/101/1-80-Eau stagnante (FD-VF 77m²);P5379/8/5379/101/1-80-Eau stagnante (FD-VF 77m²),,,,,,,MON,TOURNAI SUD,,,,,,PPR_autre,,,,,,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={7DFF9066-53BC-4D5C-82DE-DA479CF6CEEA}
21955,PPR,,,,TER-2921,,Vielsalm,S00229801,VIELSALM LAGUESPRES,002298-T01,5,regul,,,,,,,,VIE,GRAND-BOIS,,,,,,PPR_autre,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={9AFADF53-AEC7-48F9-B491-1B090DCCB711}
21956,PPR,,,,TER-2922,,Nivelles,002784-T02,GRAND PEINE P2 D4 5 6 7 et E3 (HS) T,002784-T02,5,regul,,,,,,,,NIV,GENAPPE,,,,,,PPR_autre,,,,,,,,,,33,,12,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={0F132679-A9DB-4D2D-96E0-99194B56D264}
21957,PPR,,,,TER-2923,,Vielsalm,S00228101,VIELSALM DAIROMONT,002281-T02,5,regul,,,,BE33049,Mardelles d'Arbrefontaine et vallons fangeux de Fosse,,,VIE,ARBREFONTAINE,,,,,,PPR_autre,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={58BCCD97-EF37-4189-9C30-D085608A1016}
21958,PPR,,,,TER-2924,,Plombières,S00208301,PLOMBIERES MONTZEN T R1500,002083-T01,5,regul,,,,BE33006,Vallée de la Gueule en aval de Kelmis,,,EUP,PREUSS (BIL),,,,,,PPR_autre,,,,,,,40.33,,,,,30,,,,,,,,,,,,,,,,,,,,,,https://sig-acc.digiteaux.be/portal/apps/dashboards/4c3b6e1f2be14c70a76e7212ab3781b0#p1={0DB59635-1900-4964-AAA1-D8D6AB0F74A4}
