objectid,cellule_id,cellule_nom,ilf,longueur,cellule_type,racc_nbr,delestage,commentaire,zde_code,prelevement,debit_correctif,debit_nuit_ref,indice_criticite,zf_nom,adduction,secteur,cellule_color,Projet,lng_km,ilp_calc,Type_Cell
1336,55103157,STAVELOT AMERMONT,2.37,1229.86968548,DIST,18,,,1088,,,,1,FAGNES,,,VERT,Cellule Distribution,1.22986968548,14.635696946197081,Rural
1340,55302955,MALMEDY RECULEMONT BELLEVAUX HP,2.23,6654.11222813,DIST,84,,,17825,,,,1,FAGNES,,,FUSCHIA,Cellule Distribution,6.654112228130001,12.623772656687885,Rural
1358,42500570,ADD SAINT VITH SCHLIERBACH R300 VERS LOMMERSWEILER,2.5,3681.80484151,ADD,0,,,1047,,,,1,FAGNES,,,VERT_P,Cellule Adduction,3.68180484151,0,Rural
1383,42500526,ADD PRISE ADD VERS RIVAGE R STAVELOT,2.5,3110.58404697,ADD,0,,,1088,,,,1,FAGNES,,,JAUNE_P,Cellule Adduction,3.11058404697,0,Rural
1398,55109405,LIERNEUX AMCOMONT,2.46,5336.21382547,DIST,81,,,1039,,,,1,FAGNES,,,ORANGE,Cellule Distribution,5.336213825470001,15.179301776361205,Rural
1484,55109180,STAVELOT HOCKAY SUR VERS MONT R,1.2,4377.78660933,DIST,0,,,1088,,,,1,FAGNES,,,FUSCHIA,Cellule Distribution,4.37778660933,0,Rural
1489,55103183,STAVELOT POMMARD,2.22,7911.29553598,DIST,106,,,1088,,,,1,FAGNES,,,MAUVE,Cellule Distribution,7.91129553598,13.398564055396447,Rural
1520,S00231801-B01,WAIMES CHAMPAGNE B H/D/R100/R,,53.52623295,OUV,0,,,1093,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.05352623295,0,Rural
1529,55103165,STAVELOT COO,2.12,9032,DIST,139,2,,1077,,,,1,FAGNES,,,ROUGE,Cellule Distribution,9.032,15.389725420726306,Rural
1531,55302956,MALMEDY DERRIERE LES JARDINS,2.04,1524.66077159,DIST,12,,,17825,,,,1,FAGNES,,,VERT,Cellule Distribution,1.52466077159,7.870603234243209,Rural
1563,55102952,LIERNEUX LES VILETTES,1.95,16828.54079785,DIST,171,24,,1018,,,,1,FAGNES,,,CYAN,Cellule Distribution,16.82854079785,10.161308817805928,Rural
1564,55102962,LIERNEUX ODRIMONT,2.03,5802.04306352,DIST,64,2,,1039,,,,1,FAGNES,,,VERT,Cellule Distribution,5.80204306352,11.030597205042511,Rural
1568,S00202801-B02,MALMEDY XHOFFRAIX B SP/R30,,0,OUV,0,,,17823,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0,0,Rural
1571,55102827,VIELSALM COMMANSTER,2.02,3689.59486337,DIST,39,,,16669,,,,1,FAGNES,,,CYAN,Cellule Distribution,3.68959486337,10.5702662336152,Rural
1623,55302925,MALMEDY CHEVOFOSSE,2.13,621.06551789,DIST,7,,,1088,,,,1,FAGNES,,,CYAN,Cellule Distribution,0.62106551789,11.270952578049592,Rural
1632,55103182,STAVELOT FRANCOR CENTRE,2.69,23522.39634316,DIST,393,2,,1088,,,,1,FAGNES,,,CYAN,Cellule Distribution,23.522396343159997,16.707481426069894,Rural
1639,55102956,LIERNEUX GD SART PT SART,2.53,8539.45769173,DIST,134,2,,1043,,,,1,FAGNES,,,MAUVE,Cellule Distribution,8.53945769173,15.691862977408004,Rural
1656,S00200201-B01,MALMEDY FLORIHEID BAS B RCP,,9.24428396,OUV,0,,,17825,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.00924428396,0,Rural
1684,42500632,ADD MALMEDY HEDOMONT CV VERS TAHON R,2.5,8670.17655021,ADD,0,,,17825,,,,1,FAGNES,,,ORANGE_P,Cellule Adduction,8.67017655021,0,Rural
1689,55103189,STAVELOT RTE DE 3PONTS,2.94,4864,DIST,141,2,,1088,,,,1,FAGNES,,,CYAN,Cellule Distribution,4.864,28.988486842105264,Rural
1690,55102958,LIERNEUX VERLEUMONT,2.29,3281.08676118,DIST,42,2,,1039,,,,1,FAGNES,,,PETROLE,Cellule Distribution,3.28108676118,12.80063681854461,Rural
1713,55102964,LIERNEUX BANEUX,1.83,4264.15611515,DIST,38,2,,13725,,,,1,FAGNES,,,ORANGE,Cellule Distribution,4.26415611515,8.911493616519076,Rural
1714,55103191,STAVELOT VIEUX CHATEAU,2.45,25658.48081863,DIST,398,2,,1088,,,,1,FAGNES,,,FUSCHIA,Cellule Distribution,25.65848081863,15.511440556956975,Rural
1728,55102954,LIERNEUX TROU DE BRA,1.96,10152.28027147,DIST,116,,,1018,,,,1,FAGNES,,,ROUGE,Cellule Distribution,10.15228027147,11.42600449339287,Rural
1814,55102961,LIERNEUX JEVIGNE,2.84,8046.71819831,DIST,147,,,1039,,,,1,FAGNES,,,VERT,Cellule Distribution,8.04671819831,18.268317142120555,Rural
1815,55102960,LIERNEUX LIERNEUX CENTRE,2.95,21627.82176318,DIST,433,2,,1039,,,,1,FAGNES,,,ROUGE,Cellule Distribution,21.62782176318,20.020508987971926,Rural
1816,55103155,STAVELOT STAVELOT CENTRE,5.66,13037.58994587,DIST,569,2,,1088,,,,1,FAGNES,,,VERT,Cellule Distribution,13.03758994587,43.64303543541387,Mixte
1817,55102959,LIERNEUX ARBREFONTAINE,1.9,18155.46528342,DIST,176,2,,1039,,,,1,FAGNES,,,CYAN,Cellule Distribution,18.15546528342,9.694050648249007,Rural
1827,S00219301-B01,STAVELOT S/ WERIMONT B SP/R120,,16.60519741,OUV,0,,,1088,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.016605197409999998,0,Rural
1841,S00200301-B01,MALMEDY FLORIHEID HAUT B SP/R,,0,OUV,0,,,17825,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0,0,Rural
1844,55103158,STAVELOT HAUTE LEVEE,2.88,15004.55311054,DIST,298,2,,1088,,,,1,FAGNES,,,ROUGE,Cellule Distribution,15.00455311054,19.86063815460581,Rural
1845,55103190,STAVELOT C GRANDPREZ SP,2.86,1984,DIST,55,2,,1088,,,,1,FAGNES,,,BLEU,Cellule Distribution,1.984,27.721774193548388,Rural
1911,S00198901-B01,MALMEDY AL GOFE B R20 PETIT,,13.51788579,OUV,0,,,17825,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.01351788579,0,Rural
1936,S00218501-B01,STAVELOT RENARDMONT B SP/R30,,2.41696562,OUV,0,,,1080,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.00241696562,0,Rural
1943,55102817,VIELSALM DAIROMONT HYDRO,1.59,2072.04749219,DIST,12,2,,16664,,,,1,FAGNES,,,CYAN,Cellule Distribution,2.07204749219,5.791373047785162,Rural
1954,S00296201-B01,MALMEDY CHODES WIMBORU R500 B,,488.61947879,OUV,0,,,17825,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.48861947879,0,Rural
1961,55102953,LIERNEUX RESEAU DE BRA,1.85,5118.56924297,DIST,50,4,,1018,,,,1,FAGNES,,,FUSCHIA,Cellule Distribution,5.1185692429700005,9.76835471526961,Rural
1962,42500524,ADD STAVELOT MASTA CV VERS WAVREUMONT CV,2.5,4347.84038597,ADD,0,,,1088,,,,1,FAGNES,,,JAUNE_P,Cellule Adduction,4.3478403859700006,0,Rural
1992,S00231601-B01,WAIMES ANDRIFOSSE B SP/R100,,91.09958627,OUV,0,,,1070,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.09109958627,0,Rural
2025,55102842,VIELSALM HEBRONVAL,2.26,12690.4670757,DIST,175,2,,16677,,,,1,FAGNES,,,FUSCHIA,Cellule Distribution,12.6904670757,13.789878572325682,Rural
2026,55102820,VIELSALM HOURT,3.07,11852.49541983,DIST,248,2,,16666,,,,1,FAGNES,,,PETROLE,Cellule Distribution,11.85249541983,20.923863812263516,Rural
2046,55102822,VIELSALM MONT-LE-SOIE,2.98,4513.37831626,DIST,86,2,,16670,,,,1,FAGNES,,,FUSCHIA,Cellule Distribution,4.51337831626,19.054462970714074,Rural
2059,55102837,VIELSALM PROVEDROUX,2.42,3992.44987016,DIST,57,2,,16678,,,,1,FAGNES,,,FUSCHIA,Cellule Distribution,3.99244987016,14.276948203163208,Rural
2069,S00201501-B01,MALMEDY MONT B ST R2X100,,879.30995907,OUV,0,,,17823,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.87930995907,0,Rural
2106,55302939,MALMEDY FLORIHEID BAS,4.6,3021.29658558,DIST,90,,,17825,,,,1,FAGNES,,,ORANGE,Cellule Distribution,3.02129658558,29.78853530287317,Rural
2108,55302451,ST-VITH GALHAUSEN,2.87,4886.83455497,DIST,97,NONE,,1047,,,,1,FAGNES,,,ORANGE,Cellule Distribution,4.88683455497,19.8492498382924,Rural
2122,S00292401-B01,ST VITH SCHLIERBACH R300 B,,181.12820007,OUV,0,,,1047,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.18112820007,0,Rural
2175,S00229401-B01,VIELSALM HOURT B ST/R30,,29.80815277,OUV,0,,,16666,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.02980815277,0,Rural
2234,S00218801-B01,STAVELOT RIVAGE HAUT B RT,,123.58038504,OUV,0,,,1088,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.12358038503999999,0,Rural
2239,001946-B04,JALHAY MORFA B H/ST/R36,,7.92601757,OUV,0,,,1088,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.00792601757,0,Rural
2247,55302401,WAIMES ROBERTVILLE BAS,2.35,20023.87717342,DIST,270,,,1070,,,,1,FAGNES,,,CYAN,Cellule Distribution,20.02387717342,13.48390212652733,Rural
2248,55302945,MALMEDY CROIX DE CHODES 415,6.52,6658.50832448,DIST,312,,,17825,,,,1,FAGNES,,,ROUGE,Cellule Distribution,6.65850832448,46.85734173417375,Mixte
2250,55302949,MALMEDY CENTRE VR BEVER,6.18,2759.9931672,DIST,132,,,17825,,,,1,FAGNES,,,PETROLE,Cellule Distribution,2.7599931671999998,47.826205357571006,Mixte
2258,S00228401-B01,VIELSALM FRAITURE B H/ST/R125,,45.99049919,OUV,0,,,16676,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0.04599049919,0,Rural
2265,S00283301-B01,MALMEDY HEDOMONT R700 B,,0,OUV,0,,,17825,,,,1,FAGNES,,,ROUGE_OUVRAGE,Cellule Ouvrage,0,0,Rural
