SAP_TPLNR,SAP_TPLMA,SAP_TPLKZ,SAP_FLTYP,SAP_PLTXT,SAP_Z_TAG_WW,SAP_Z_DL_ASSOCIE
S00245001-B02,S00245001,ZOBBR,S,DURBUY COQUAI PYRAMIDE B CV,,
S00218101-B03,S00218101,ZOBBR,S,STAVELOT LODOMEZ B F5/F6,,
S00218501-B03,S00218501,ZOBBR,S,STAVELOT RENARDMONT B P1,,
S00218801-B02,S00218801,ZOBBR,S,STAVELOT RIVAGE FERME DEPRESSEUX B P1,,
S00246901-B02,S00246901,ZOBBR,S,DURBUY BOIS GERARD LIGNELY CV B,,
S00219702-B01,S00219702,ZOBBR,S,STAVELOT STER B RT100,,
S00219702-B02,S00219702,ZOBBR,S,STAVELOT STER B POINT DE VUE P1,,
S00220202-B01,S00220202,ZOBBR,S,STAVELOT VIEUX MOULIN B P1,,
S00220202-B02,S00220202,ZOBBR,S,STAVELOT VIEUX MOULIN B R,,
S00220301-B01,S00220301,ZOBBR,S,STAVELOT VILLERS B D1,,
S00220301-B02,S00220301,ZOBBR,S,STAVELOT VILLERS B R,,
S00221301-B01,S00221301,ZOBBR,S,ST-VITH SETZ B D1,,
S00221301-B02,S00221301,ZOBBR,S,ST-VITH SETZ B D2,,
S00227201-B02,S00227201,ZOBBR,S,VERVIERS S.CENTRAUX B JARDON,,
S00227201-B03,S00227201,ZOBBR,S,VERVIERS S.CENTRAUX B MANEGE,,
S00251201-B02,S00251201,ZOBBR,S,LA ROCHE VILLE B ST,,
S00228101-B02,S00228101,ZOBBR,S,VIELSALM DAIROMONT B D,,
S00228301-B02,S00228301,ZOBBR,S,VIELSALM FARNIERES  B R10,,
S00252403-B01,S00252403,ZOBBR,S,HAUT FAYS B REGIBU,,
S00252403-B02,S00252403,ZOBBR,S,HAUT FAYS B GHERENNE,,
S00253302-B01,S00253302,ZOBBR,S,CHANLY B P1,,
S00253302-B02,S00253302,ZOBBR,S,CHANLY B P2,,
S00253401-B01,S00253401,ZOBBR,S,HALMA B SP,,
S00253401-B02,S00253401,ZOBBR,S,HALMA B P1,,
S00253601-B02,S00253601,ZOBBR,S,WELLIN BAS B RV Ancien,,
S00229301-B02,S00229301,ZOBBR,S,VIELSALM HESTREUX B D1,,
S00229301-B03,S00229301,ZOBBR,S,VIELSALM HESTREUX B D2,,
S00253801-B02,S00253801,ZOBBR,S,SOHIER B SOHIER P1,,
S00229401-B02,S00229401,ZOBBR,S,VIELSALM HOURT B D1,,
S00254001-B02,S00254001,ZOBBR,S,LA MARLIÈRE B P1,,
S00254001-B03,S00254001,ZOBBR,S,LA MARLIÈRE B SP,,
S00254101-B01,S00254101,ZOBBR,S,FROIDLIEU B P1,,
S00254101-B02,S00254101,ZOBBR,S,FROIDLIEU B H,,
S00230401-B01,S00230401,ZOBBR,S,VIELSALM REGNE B D1,,
S00230401-B02,S00230401,ZOBBR,S,VIELSALM REGNE B D2,,
S00231001-B03,S00231001,ZOBBR,S,VILLERS CAT B NOUV,,
S00256101-B02,S00256101,ZOBBR,S,TILLET GÉRIMONT B R20,,
S00257001-B04,S00257001,ZOBBR,S,BERTOGNE-CHAMPS ANL CV B,,
S00258101-B01,S00258101,ZOBBR,S,GRAPFONTAINE B LAID BUISSON D6,,
S00258101-B02,S00258101,ZOBBR,S,GRAPFONTAINE B LAID BUISSON D7,,
S00258101-B03,S00258101,ZOBBR,S,GRAPFONTAINE B SP,,
S00258105-B01,S00258105,ZOBBR,S,GRAPFONTAINE B P1,,
S00258105-B02,S00258105,ZOBBR,S,GRAPFONTAINE B LAID BUISSON D4,,
S00232401-B02,S00232401,ZOBBR,S,WANZE BAS-OHA B P1,,
S00232401-B03,S00232401,ZOBBR,S,WANZE BAS-OHA B P2,,
S00232401-B04,S00232401,ZOBBR,S,WANZE BAS-OHA B P3,,
S00232401-B05,S00232401,ZOBBR,S,WANZE BAS-OHA B P5,,
S00232401-B06,S00232401,ZOBBR,S,WANZE BAS-OHA B P4,,
S00258802-B01,S00258802,ZOBBR,S,ACREMONT B R25+SP,,
S00258802-B02,S00258802,ZOBBR,S,ACREMONT B P1,,
S00232701-B02,S00232701,ZOBBR,S,WANZE MOHA B R400,,
S00233401-B02,S00233401,ZOBBR,S,WAREMME BOVENIST VILLAGE B P4,,
S00262001-B01,S00262001,ZOBBR,S,OPONT B R50,,
S00263601-B03,S00263601,ZOBBR,S,GRUBERMULHEN B PALLEN E1,,
S00263602-B05,S00263602,ZOBBR,S,GRUBERMULHEN B PLATINERIE P2,,
S00264201-B02,S00264201,ZOBBR,S,FOUCHES B E1,,
S00264301-B03,S00264301,ZOBBR,S,FRASSEM B P1,,
S00264301-B04,S00264301,ZOBBR,S,FRASSEM B S1,,
S00264602-B01,S00264602,ZOBBR,S,UDANGE ARLON B R30+SP,,
S00264602-B02,S00264602,ZOBBR,S,UDANGE ARLON B E1,,
S00264702-B02,S00264702,ZOBBR,S,UDANGE CHT B,,
S00264702-B03,S00264702,ZOBBR,S,UDANGE S.W.D.E. B R,,
S00264802-B01,S00264802,ZOBBR,S,CLAIREFONTAINE B G1,,
S00264802-B02,S00264802,ZOBBR,S,CLAIREFONTAINE B S1,,
S00265701-B02,S00265701,ZOBBR,S,WOLKRANGE B G1,,
S00265701-B03,S00265701,ZOBBR,S,WOLKRANGE B G2,,
S00266501-B03,S00266501,ZOBBR,S,AUBANGE ZONING B P2,,
S00266501-B04,S00266501,ZOBBR,S,AUBANGE ZONING B P4,,
S00266501-B05,S00266501,ZOBBR,S,AUBANGE ZONING B BOUCLAGE 1 CV,,
S00266501-B06,S00266501,ZOBBR,S,AUBANGE ZONING B BOUCLAGE 2 CV,,
S00266501-B07,S00266501,ZOBBR,S,AUBANGE ZONING B SOCOGETRA CV,,
S00266503-B02,S00266503,ZOBBR,S,AUBANGE ZONING B P3,,
S00266602-B02,S00266602,ZOBBR,S,AIX-SUR-CLOIE B SP,,
S00266702-B01,S00266702,ZOBBR,S,BATTINCOURT B BRANDIESBUSCH D1,,
S00266702-B02,S00266702,ZOBBR,S,BATTINCOURT B KLARBUSCH D1,,
S00297301-B01,S00297301,ZOBBR,S,FAUVILLERS VILLAGE SP/ST/R HS B,,
S00297301-B02,S00297301,ZOBBR,S,FAUVILLERS LONGUE FONTAINE D HS,,
S00297301-B03,S00297301,ZOBBR,S,FAUVILLERS TROU DES COCHONS D HS,,
S00238701-B02,S00238701,ZOBBR,S,ANDENNE CITE TONGLET B P1,,
S00239201-B05,S00239201,ZOBBR,S,AMAY ECLUSE B P4,,
S00239201-B06,S00239201,ZOBBR,S,AMAY ECLUSE B PR1,,
S00239201-B07,S00239201,ZOBBR,S,AMAY ECLUSE B PR2,,
S00286801-B03,S00286801,ZOBBR,S,BEAUVECHAIN MELANGE EB B,,
S00286801-B04,S00286801,ZOBBR,S,BEAUVECHAIN PUITS BATTERIE B,,
S00286801-B05,S00286801,ZOBBR,S,BEAUVECHAIN ST B,,
S00286801-B06,S00286801,ZOBBR,S,BEAUVECHAIN BASSIN DEC B,,
S00286901-B02,S00286901,ZOBBR,S,DONGELBERG SENTIER CARR EB B (OPPREBAIS),,
S00286901-B03,S00286901,ZOBBR,S,DONGELBERG CARR II EB B,,
S00286901-B04,S00286901,ZOBBR,S,DONGELBERG CARR I EB B,,
S00287001-B03,S00287001,ZOBBR,S,NODEBAIS P8 EB B,,
S00287001-B04,S00287001,ZOBBR,S,NODEBAIS P17 EB B,,
S00287001-B05,S00287001,ZOBBR,S,NODEBAIS P4 EB B,,
S00287001-B06,S00287001,ZOBBR,S,NODEBAIS P1 EB B,,
S00287001-B07,S00287001,ZOBBR,S,NODEBAIS P5 EB B,,
S00287001-B08,S00287001,ZOBBR,S,NODEBAIS P21 EB B,,
S00287001-B09,S00287001,ZOBBR,S,NODEBAIS P11 EB B,,
S00287001-B10,S00287001,ZOBBR,S,NODEBAIS P01 EB B,,
S00287001-B11,S00287001,ZOBBR,S,NODEBAIS P0 EB B,,
S00287001-B12,S00287001,ZOBBR,S,NODEBAIS P16 EB B,,
S00287001-B13,S00287001,ZOBBR,S,NODEBAIS P20 EB B,,
S00287001-B14,S00287001,ZOBBR,S,NODEBAIS P15 EB B,,
S00287001-B15,S00287001,ZOBBR,S,NODEBAIS P10 EB B,,
S00287001-B16,S00287001,ZOBBR,S,NODEBAIS P12 EB B,,
S00287001-B17,S00287001,ZOBBR,S,NODEBAIS P3 EB B,,
S00287001-B18,S00287001,ZOBBR,S,NODEBAIS P13 EB B,,
S00287001-B19,S00287001,ZOBBR,S,NODEBAIS P9 EB B,,
S00287001-B20,S00287001,ZOBBR,S,NODEBAIS P2 EB B,,
S00287001-B21,S00287001,ZOBBR,S,NODEBAIS P18 EB B,,
S00287001-B22,S00287001,ZOBBR,S,NODEBAIS P14 EB B,,
S00287001-B23,S00287001,ZOBBR,S,NODEBAIS P6 EB B,,
S00287001-B24,S00287001,ZOBBR,S,NODEBAIS P19 EB B,,
S00287001-B25,S00287001,ZOBBR,S,NODEBAIS HTEN B,,
S00287101-B02,S00287101,ZOBBR,S,ROSIERES ST ANDRE P EB B,,
S00287101-B03,S00287101,ZOBBR,S,ROSIERES FILTRE 3 B,,
S00287501-B01,S00287501,ZOBBR,S,PECROT LA MARBAIX P1 EB B,,
S00287501-B02,S00287501,ZOBBR,S,PECROT LA MARBAIX P20 EB B,,
S00287502-B01,S00287502,ZOBBR,S,PECROT LA MARBAIX P2 EB B,,
S00287502-B02,S00287502,ZOBBR,S,PECROT LA MARBAIX P21 EB B,,
S00120301-B02,S00120301,ZOBBR,S,RV DE TUBIZE B Hydrophores,,
S00100101-B04,S00100101,ZOBBR,S,GAURAIN CAT B,,
S00100104-B01,S00100104,ZOBBR,S,VEZON CV STA 7 B,,
S00100105-B01,S00100105,ZOBBR,S,VEZON CV P1.4 (TH) B,,
S00100107-B01,S00100107,ZOBBR,S,MAUBRAY CV P3.1 (TH) B,,
S00100108-B01,S00100108,ZOBBR,S,MAUBRAY CV P3.3 (TH) B,,
S00100109-B01,S00100109,ZOBBR,S,VEZON CV STA 22 (TH) B,,
S00100111-B01,S00100111,ZOBBR,S,VEZON CV STA 24 (TH) B,,
S00100112-B01,S00100112,ZOBBR,S,VEZON CV STA 25 (TH) B,,
S00100202-B01,S00100202,ZOBBR,S,VEZON CV P1.13 (TH) B,,
S00100302-B01,S00100302,ZOBBR,S,VEZON CV P2.5 (TH) B,,
S00100402-B01,S00100402,ZOBBR,S,MAUBRAY CV P3.9 (TH) B,,
S00100403-B01,S00100403,ZOBBR,S,MAUBRAY CV P3.13 (TH) B,,
S00100404-B01,S00100404,ZOBBR,S,MAUBRAY CV P3.15 (TH) B,,
S00100405-B01,S00100405,ZOBBR,S,MAUBRAY CV P3.20 (TH) B,,
S00100501-B03,S00100501,ZOBBR,S,BARRY B HT+ AB,,
S00100503-B01,S00100503,ZOBBR,S,BARRY P5 (TH) Cabine HT B,,
S00100504-B01,S00100504,ZOBBR,S,VEZON CV P4.5 (TH) B,,
S00101203-B01,S00101203,ZOBBR,S,RAMEGNIES_CHIN P3 EMPRISE B,,
S00102004-B01,S00102004,ZOBBR,S,ANTOING-ADD B CV24,,
S00102005-B01,S00102005,ZOBBR,S,ANTOING-ADD B CV 23,,
S00102008-B01,S00102008,ZOBBR,S,ANTOING-ADD B CV20,,
S00102009-B01,S00102009,ZOBBR,S,ANTOING-ADD B CV 19,,
S00102101-B01,S00102101,ZOBBR,S,BRUYELLE B CV 3,,
S00102102-B01,S00102102,ZOBBR,S,BRUYELLE B CV 4,,
S00102103-B01,S00102103,ZOBBR,S,BRUYELLE B CV 5,,
S00102203-B01,S00102203,ZOBBR,S,SAINT MAUR B CV 8,,
S00102204-B01,S00102204,ZOBBR,S,SAINT MAUR B CV  9,,
S00102205-B01,S00102205,ZOBBR,S,SAINT MAUR B CV 10,,
S00102302-B01,S00102302,ZOBBR,S,ERE-ADD B CV12,,
S00102303-B01,S00102303,ZOBBR,S,ERE-ADD B CV13,,
S00102607-B01,S00102607,ZOBBR,S,BLANDAIN B CV 39,,
S00102608-B01,S00102608,ZOBBR,S,BLANDAIN B CV 40,,
S00102609-B01,S00102609,ZOBBR,S,BLANDAIN B CV 41,,
S00102701-B01,S00102701,ZOBBR,S,TEMPLEUVE B CV 42,,
S00102702-B01,S00102702,ZOBBR,S,TEMPLEUVE B CV 43,,
S00102703-B01,S00102703,ZOBBR,S,TEMPLEUVE B CV 44,,
S00102704-B01,S00102704,ZOBBR,S,TEMPLEUVE B CV 45,,
S00102705-B01,S00102705,ZOBBR,S,TEMPLEUVE B CV 46,,
S00102706-B01,S00102706,ZOBBR,S,TEMPLEUVE B CV 57,,
S00102801-B01,S00102801,ZOBBR,S,ESTAIMBOURG B CV 47,,
S00102802-B01,S00102802,ZOBBR,S,ESTAIMBOURG B CV 48,,
S00102803-B01,S00102803,ZOBBR,S,ESTAIMBOURG B CV 49,,
S00102804-B01,S00102804,ZOBBR,S,ESTAIMBOURG B CV 50,,
S00102901-B01,S00102901,ZOBBR,S,SAINT LEGER B CV 51,,
S00102902-B01,S00102902,ZOBBR,S,SAINT LEGER B CV52,,
S00102903-B01,S00102903,ZOBBR,S,SAINT LEGER B CV 53,,
S00102904-B01,S00102904,ZOBBR,S,SAINT LEGER B CV  54,,
S00102905-B01,S00102905,ZOBBR,S,SAINT LEGER B CV 55,,
S00104001-B02,S00104001,ZOBBR,S,ATH B RÉFECTOIRE,,
S00104201-B01,S00104201,ZOBBR,S,QUEVAUCAMPS B SURP.ENT,,
S00105601-B02,S00105601,ZOBBR,S,TONGRES-NOTRE-DAME B RES,,
S00105801-B01,S00105801,ZOBBR,S,HUISSIGNIES RES B RÉSERVOIR,,
S00106701-B01,S00106701,ZOBBR,S,OEUDEGHIEN (FOLIES) B SURP,,
S00115902-B03,S00115902,ZOBBR,S,PERONNES B NOUVELLE CABINE HT,,
S00110301-B01,S00110301,ZOBBR,S,ROUCOURT  B CE,,
S00115002-B01,S00115002,ZOBBR,S,LES RUELLES B G2,,
S00128201-B01,S00128201,ZOBBR,S,CAT DE SOIGNIES B CAT,,
S00125001-B01,S00125001,ZOBBR,S,GALERIE D'ATHIS B GALERIE,,
S00125202-B01,S00125202,ZOBBR,S,CELLES B HTEN,,
S00126401-B02,S00126401,ZOBBR,S,MONS B CAT DE MONS,,
S00126401-B03,S00126401,ZOBBR,S,MONS B SECT PRODUCTION,,
S00136401-B02,S00136401,ZOBBR,S,CARNELLE B P3,,
S00137201-B02,S00137201,ZOBBR,S,CLAIRE FONTAINE CE B,,
S00138201-B02,S00138201,ZOBBR,S,CUL DES SART CV B F.E. CUL SARTS IN-OUT,,
S00138701-B01,S00138701,ZOBBR,S,COURCELLES CE CV B,,
S00139601-B01,S00139601,ZOBBR,S,CV SOLRE ST. GÉRY B CV,,
S00139701-B01,S00139701,ZOBBR,S,CV THIMÉON B CV,,
S00271902-B01,S00271902,ZOBBR,S,KAIN RES B,,
S00274701-B01,S00274701,ZOBBR,S,SAINT LEGER B SP,,
S00276901-B01,S00276901,ZOBBR,S,IRCHONWELZ CE B,,
S00282701-B01,S00282701,ZOBBR,S,BOUSSU P5 B,,
S00296301-B01,S00296301,ZOBBR,S,HELLEBECQ RV B,,
S00299801-B01,S00299801,ZOBBR,S,CUESMES B SUCC,,
S00151501-B02,S00151501,ZOBBR,S,LOBBES ND CHARMES B E1,,
S00151501-B03,S00151501,ZOBBR,S,LOBBES ND CHARMES B G2,,
S00162038-B01,S00162038,ZOBBR,S,TIVOLI VENTE INASEP CV B SWDE,,
S00162901-B01,S00162901,ZOBBR,S,SUCC. SAMBRE/SDG COUILLET B ADMIN.,,
S00162901-B02,S00162901,ZOBBR,S,SUCC. SAMBRE/SDG COUILLET B SECT.,,
S00162901-B03,S00162901,ZOBBR,S,SUCC. SAMBRE/SDG COUILLET B MAGA,,
S00163001-B01,S00163001,ZOBBR,S,CAT BEAUMONT B SECT.,,
S00165601-B01,S00165601,ZOBBR,S,FLOREFFE UP B BUZET E1,,
S00174501-B01,S00174501,ZOBBR,S,HANNUT WANSIN B P1,,
S00271801-B01,S00271801,ZOBBR,S,CERFONTAINE SP STE ANNE B,,
S00276601-B01,S00276601,ZOBBR,S,OISQUERCQ COEURCQ PUITS B,,
S00291801-B01,S00291801,ZOBBR,S,ECAUSSINES ANC SP B,,
S00299601-B01,S00299601,ZOBBR,S,COURCELLES CV B,,
S00144902-B01,S00144902,ZOBBR,S,HEZE ANCIEN RV B,,
S00158202-B01,S00158202,ZOBBR,S,WALHAIN CABANON B,,
S00164303-B01,S00164303,ZOBBR,S,HAVELANGE B D1 BORMENVILLE,,
S00164304-B01,S00164304,ZOBBR,S,HAVELANGE B D1 LE PELERIN,,
S00164403-B01,S00164403,ZOBBR,S,EVELETTE UP B E1,,
S00164502-B01,S00164502,ZOBBR,S,PERWEZ UP B R50 PERWEZ R1,,
S00167904-B01,S00167904,ZOBBR,S,HAVELANGE B R60 BORMENVILLE,,
S00161102-B01,S00161102,ZOBBR,S,LT MOMIGNIES PILERIE PC B,,
S00161103-B01,S00161103,ZOBBR,S,LT MOMIGNIES MAQUENOISE PC 4 B,,
S00161104-B01,S00161104,ZOBBR,S,LT MOMIGNIES MAQUENOISE PC 3 DIST B,,
S00161105-B01,S00161105,ZOBBR,S,LT MOMIGNIES PC 2 DIST B,,
S00162009-B01,S00162009,ZOBBR,S,COUVIN VENTE INASEP CV B PRESGAUX CHAPEL,,
S00162018-B01,S00162018,ZOBBR,S,COUVIN VENTE INASEP CV B F E GONRIEUX,,
S00162026-B01,S00162026,ZOBBR,S,OIGNIES VENTE INASEP CV B FUMAY,,
S00162034-B01,S00162034,ZOBBR,S,COUVIN VENTE INASEP CV B GENETS,,
S00163601-B01,S00163601,ZOBBR,S,MEAM DINANT B CAT,,
S00163701-B01,S00163701,ZOBBR,S,MEAM NAMUR B  SUCCURSALE,,
S00163902-B01,S00163902,ZOBBR,S,VIROINVAL UP B E1 TREIGNES,,
S00174301-B01,S00174301,ZOBBR,S,HANNUT R.VILLERS B QM,,
S00164103-B01,S00164103,ZOBBR,S,VIROINVAL LT B R14 MATIGNOLE,,
S00164104-B01,S00164104,ZOBBR,S,VIROINVAL LT B R100 VIERVES,,
S00164603-B01,S00164603,ZOBBR,S,HAMOIS VENTE AIEC ASSESSE EMPTINNE,,
S00164901-B01,S00164901,ZOBBR,S,CASTEL UP B D1 ST PIERRE,,
S00164902-B01,S00164902,ZOBBR,S,CASTEL UP B D1 FONT AUX BUSES,,
S00164903-B01,S00164903,ZOBBR,S,CASTEL UP B D2 ST PIERRE,,
S00164904-B01,S00164904,ZOBBR,S,CASTEL UP B D3 ST PIERRE,,
S00164905-B01,S00164905,ZOBBR,S,CASTEL UP B PR1 FONT AUX BUSES,,
S00174603-B01,S00174603,ZOBBR,S,ORP-JAUCHE JANDRAIN B PR4,,
S00174604-B01,S00174604,ZOBBR,S,ORP-JAUCHE JANDRAIN B PR2,,
S00174801-B01,S00174801,ZOBBR,S,LONGUEVILLE B,,
S00175701-B01,S00175701,ZOBBR,S,SECTEUR GEMBLOUX B,,
S00176101-B01,S00176101,ZOBBR,S,ANDENNE FOND DU CHENAL B RCP,,
S00165405-B01,S00165405,ZOBBR,S,ANSEREMME UP B SP HODGES ANC,,
S00176901-B01,S00176901,ZOBBR,S,ANDENNE MOINIL B R10,,
S00177201-B01,S00177201,ZOBBR,S,ANDENNE PORTAL B RCP,,
S00177302-B01,S00177302,ZOBBR,S,ANDENNE PUITS DUMONT B PR1,,
S00177303-B01,S00177303,ZOBBR,S,ANDENNE PUITS DUMONT B PR2,,
S00177304-B01,S00177304,ZOBBR,S,ANDENNE PUITS DUMONT B PR3,,
S00177305-B01,S00177305,ZOBBR,S,ANDENNE PUITS DUMONT B PR4,,
S00165904-B01,S00165904,ZOBBR,S,HOUYOUX UP B C1 HOÛTE,,
S00177603-B01,S00177603,ZOBBR,S,ANDENNE SEILLES B PR1,,
S00177604-B01,S00177604,ZOBBR,S,ANDENNE SEILLES B PR4,,
S00177702-B01,S00177702,ZOBBR,S,ANDENNE STUD B R12 (MOULIN),,
S00177901-B02,S00177901,ZOBBR,S,ANDENNE TRAMAKA B GALERIE G1,,
S00177903-B01,S00177903,ZOBBR,S,ANDENNE TRAMAKA B PR1,,
S00177904-B01,S00177904,ZOBBR,S,ANDENNE TRAMAKA B PR2,,
S00177905-B01,S00177905,ZOBBR,S,ANDENNE TRAMAKA B PR3,,
S00177906-B01,S00177906,ZOBBR,S,ANDENNE TRAMAKA B PR4,,
S00177907-B01,S00177907,ZOBBR,S,ANDENNE TRAMAKA QM B,,
S00178001-B01,S00178001,ZOBBR,S,ANDENNE VELAINE B SU,,
S00178201-B01,S00178201,ZOBBR,S,ANDENNE VEZIN CENTRE B R,,
S00166504-B01,S00166504,ZOBBR,S,BEEZ-MLD UP B ANC SP,,
S00178801-B01,S00178801,ZOBBR,S,AYWAILLE B RT250,,
S00179401-B03,S00179401,ZOBBR,S,AYWAILLE HARZE MONT B D1,,
S00179401-B04,S00179401,ZOBBR,S,AYWAILLE HARZE MONT B D2,,
S00179401-B05,S00179401,ZOBBR,S,AYWAILLE HARZE MONT B D3,,
S00179601-B01,S00179601,ZOBBR,S,AYWAILLE HENUMONT B R9/SP HS,,
S00179901-B01,S00179901,ZOBBR,S,AYWAILLE LA REDOUTE B R,,
S00166902-B01,S00166902,ZOBBR,S,ROCHETTES UP B G1 NANINNE,,
S00180401-B01,S00180401,ZOBBR,S,AYWAILLE PRESSEURUY B R 65/SP,,
S00167001-B01,S00167001,ZOBBR,S,FLAWNÉES D1 B,,
S00167002-B01,S00167002,ZOBBR,S,FLAWNÉES UP B R25+HY NANINNE,,
S00180801-B01,S00180801,ZOBBR,S,AYWAILLE SOUGNE B R30,,
S00180802-B01,S00180802,ZOBBR,S,AYWAILLE SOUGNE B SP,,
S00181201-B01,S00181201,ZOBBR,S,BAELEN HERTOGENWALD B G1,,
S00181302-B01,S00181302,ZOBBR,S,BAELEN HOEVEL B G1,,
S00181601-B01,S00181601,ZOBBR,S,BAELEN RUE LONGUE B QM,,
S00167103-B01,S00167103,ZOBBR,S,ARBRE UP B P1 LESVE,,
S00167104-B01,S00167104,ZOBBR,S,ARBRE UP B P2 LESVE,,
S00167105-B01,S00167105,ZOBBR,S,ARBRE UP B P1 7 MEUSES,,
S00167107-B01,S00167107,ZOBBR,S,ARBRE UP B E1 LA MARMITE,,
S00167301-B01,S00167301,ZOBBR,S,YVOIR UP B E1 SOURCE BOCQ,,
S00167302-B01,S00167302,ZOBBR,S,YVOIR UP B P1 PURNODE,,
S00167402-B01,S00167402,ZOBBR,S,MAILLEN LT B P1 MONT,,
S00167601-B01,S00167601,ZOBBR,S,DOISCHE UP B D1 VODELEE,,
S00167602-B01,S00167602,ZOBBR,S,DOISCHE UP B P2 GOCHENEE,,
S00181903-B01,S00181903,ZOBBR,S,BASSENGE EBEN EMAEL  B H,,
S00167804-B01,S00167804,ZOBBR,S,DOISCHE LT B R20 CUVE VODELEE,,
S00167806-B01,S00167806,ZOBBR,S,DOISCHE LT B HY MATAGNE GRANDE,,
S00168007-B01,S00168007,ZOBBR,S,(A) AIEC-ACHET-HAMOIS B CV,,
S00182601-B01,S00182601,ZOBBR,S,BERLOZ CORWAREM B CE800,,
S00182801-B01,S00182801,ZOBBR,S,BRAIVES FUMAL B G1,,
S00182802-B01,S00182802,ZOBBR,S,BRAIVES FUMAL B RCP50,,
S00182901-B01,S00182901,ZOBBR,S,BRAIVES LATINNE B G1,,
S00182902-B01,S00182902,ZOBBR,S,BRAIVES CIPLET R GRANDE B QM,,
S00182903-B01,S00182903,ZOBBR,S,BRAIVES CIPLET R MEHAIGNE B QM,,
S00182904-B01,S00182904,ZOBBR,S,BRAIVES AVENNES BASSE CHAUSSEE B QM,,
S00183001-B01,S00183001,ZOBBR,S,BURDINNE R.MARAIS B QM,,
S00183201-B01,S00183201,ZOBBR,S,CRISNEE FIZE-LE-MARSAL B SP/P1,,
S00183401-B01,S00183401,ZOBBR,S,CRISNEE THYS B P2,,
S00183501-B01,S00183501,ZOBBR,S,DALHEM BEL HORIZON B H/R50,,
S00183601-B01,S00183601,ZOBBR,S,DALHEM BERNEAU B R50,,
S00184102-B01,S00184102,ZOBBR,S,DISON HUSQUET B R90,,
S00184401-B01,S00184401,ZOBBR,S,DISON OTTOMONT B RCP32,,
S00184501-B01,S00184501,ZOBBR,S,DISON R.BOIS DES HAIES B QM,,
S00184601-B01,S00184601,ZOBBR,S,DISON R.MONT B R,,
S00184701-B01,S00184701,ZOBBR,S,DISON R.TAPEUX B QM,,
S00184801-B01,S00184801,ZOBBR,S,DISON ROND POINT JURDANT B QM,,
S00184901-B01,S00184901,ZOBBR,S,DISON WESNY B RCP5,,
S00185001-B01,S00185001,ZOBBR,S,DONCEEL JENEFFE CILE B CE750,,
S00185101-B01,S00185101,ZOBBR,S,DONCEEL R.CHANTRAINE B QM,,
S00185501-B01,S00185501,ZOBBR,S,ENGIS R DU PONT B QM,,
S00168414-B01,S00168414,ZOBBR,S,NAMUR AV ALBERT PREMIER CV B,,
S00168415-B01,S00168415,ZOBBR,S,NAMUR R GOLENVAUX CV B,,
S00168416-B01,S00168416,ZOBBR,S,NAMUR PARLEMENT GROGNON CV B,,
S00168417-B01,S00168417,ZOBBR,S,NAMUR BRASSEURS PC B,,
S00186001-B01,S00186001,ZOBBR,S,EUPEN CAT B,,
S00186101-B01,S00186101,ZOBBR,S,EUPEN GARNSTOCK B SP R,,
S00186801-B01,S00186801,ZOBBR,S,EUPEN R. SCHONENFELD B QM,,
S00168607-B01,S00168607,ZOBBR,S,NAMUR R FELICIEN ROPS QM CV,,
S00168608-B01,S00168608,ZOBBR,S,WIERDE CHEMIN VERT QM B,,
S00168609-B01,S00168609,ZOBBR,S,NAMUR CITADELLE SAUVERDIAS PC B,,
S00168610-B01,S00168610,ZOBBR,S,NAMUR NOTRE DAME B CV,,
S00190201-B01,S00190201,ZOBBR,S,ANDENNE  TERRAIN DE FOOT HS B R,,
S00168718-B01,S00168718,ZOBBR,S,NAMUR R DES SARAZINS PC B,,
S00168801-B01,S00168801,ZOBBR,S,NATOYE LT B R200 BOUCHAILLE,,
S00168802-B01,S00168802,ZOBBR,S,ASSESSE CH DE MARCHE QM,,
S00169101-B01,S00169101,ZOBBR,S,SEVRY LT B RCP3 HS JAVINGUE VAH -SOMU,,
S00169401-B01,S00169401,ZOBBR,S,VIVACO LT B R+SP VIVACO,,
S00170202-B01,S00170202,ZOBBR,S,DINANT C LT B RCP MONT.DE LA X,,
S00191902-B01,S00191902,ZOBBR,S,HERVE CHAINEUX B E1 R20,,
S00192301-B01,S00192301,ZOBBR,S,HERVE HOUYEUX B RCP21,,
S00192302-B01,S00192302,ZOBBR,S,HERVE LONGBROUX B DALHEM MAUHIN QM,,
S00192602-B01,S00192602,ZOBBR,S,HERVE R.BOUXHMONT B D/G,,
S00193002-B01,S00193002,ZOBBR,S,HERVE ST ANDRE HAUT B RV,,
S00193201-B01,S00193201,ZOBBR,S,HERVE THIMISTER/JONKAY B E1,,
S00170308-B01,S00170308,ZOBBR,S,FLAWINNE LT B R200 COMOGNES,,
S00193501-B02,S00193501,ZOBBR,S,JALHAY BANSIONS B P1,,
S00193702-B01,S00193702,ZOBBR,S,JALHAY BELHEID B P1,,
S00193703-B01,S00193703,ZOBBR,S,JALHAY BELHEID B P2,,
S00193704-B01,S00193704,ZOBBR,S,JALHAY BELHEID B D1,,
S00193901-B01,S00193901,ZOBBR,S,JALHAY CHAT.SAGEHOMME B R480,,
S00194002-B01,S00194002,ZOBBR,S,JALHAY ROQUEZ SART STATION B QM,,
